,content
60,평론가들이 하는 평은 당췌 신뢰가안감
61,스토리가 탄탄하고 허접하지 않아서 좋았음
62,반전도 신선하고
63,이 영화보고 네이버 평점 안믿게 됐다
64,이게 해묵은 상상력이면 어디 이것보다 한번 더 신선한 상상력으로 직접 영화한번 만들어보지 그러냐?
65,이정도면  수작이지.암.
66,재미있다..기자 평론가 저것들은 뭐하는 집단인지??
67,처음에 너무 무서웟는데 갈수록 흥미진진햇네요. 10점짜리는 아니지만 10점
68,이런 수작들 놓친게 많지 않길
69,기자나 평론가 라는 것들이 아무 생각이 없어보인다.하긴 그들은 까는 거 말고는 할줄 아는게 없으니
70,와우 ㄷㄷ 이게 10년전 영화라니 손에 땀을 쥐고 봤네요
71,너무무서워서 오빠뒤에서 덜덜 떨면서 봄..
72,몇번을 봐도 최고임.요즘 지구를 보면 앞으로 있을법한 얘기임.
73,결말 전혀 예상치 못했습니다.초중반엔 그냥그런 클리셰 영화인줄 알았는데 수작이었네요
74,망할 보고싶은데 구매나 대여할 수 있는 곳이 대체 어딨는거야
75,흥행한 영화가 아니라서 B급 티날줄 알았는데 탄탄한 스토리와 연출이 장난아니라서 스릴있고 재미있게 잘 봤습니다!! 간만에 제대로만든 SF물 봤네
76,팬도럼 현상을 이 영화를 통해 알게 되었음 우주에 대한 공포를 잘 연상한 영화
77,2009년도 작품이라는게 믿겨지지 않는다
78,평론가들은 도대체 이 영화의 뭐가 그리 불만인거지? 한 네번은 봤는데 볼때마다 재미있다.
79,저예산치고 엄청난 수작인데 국내관객수 16만명이라는 성적....흥행이 잘되었다면 원래 3편인데(과거
80,쏘쏘 나쁘지 않았음. 역시 믿고 거르느 박평식ㅋ
81,몇번을 다시봐도 명작이다
82,우주sf 스릴러 장르중 세손가락 안에 꼽힐만한 명잡이라 생각됨
83,평론가 점수 보고 별로 인가 했는데 진짜 재밌어요.
84,아무 것도 모르는 깜깜한 상황에서 점차 하나씩 밝혀지는 세계관이 매력적인 영화. 과소평가된 수작.
85,평식아 장난하냐? 쾌속의 감흥에서 신파의 터널로 << 놀고 자빠졋다...  부산행같은 하류 좀비물은 7점주더만 ㅋㅋㅋ 훨씬재밌네 이게
86,비급영화 아닙니다...스토리도 좋고 연출도 꽤 좋습니다..도대체 평론가들은 무슨 기준으로 평점을 주는걸까요?
87,간만에 좋은영화봤다 진짜...
88,평론가 평점 ㅋㅋ 그냥 없애라 네이버야 꼴값들 떤다 재밌음 이영화
89,최고다 최고 말이 필요없다... 한정된 우주선에서 벌어지는 인간들과 괴물들의 심리극은 정말 한시도 긴장할 틈을 주지 않는다...   우주에서 인간이 미치는 연기는 정말 일품이다
90,와 생각없이 봤는데 엄청 재미있다.
91,"재밌다!! 케이블에서 할 때 마다  챙겨봄!마지막 자막 ""팬도럼 1년"" 소름!!"
92,객꿀잼 ~.~ 무조건 보세욤
93,소위 전문가란 가짜 명패 달고 있는 것들은 심오한 철학적 고뇌가 명백하게 철철 넘쳐흘러야 정상적인 평을 해주려나. 취향에 완전히 반하지 않는다면 충분히 매력적인 영화라고 생각.
94,처음부터 끝까지 긴장감있고 결말도 마음에 든 영화!!
95,스릴은 두 말 할것도 없고
96,난 꽤 좋았음. 중간에 스토리가 살짝 엉키긴 한데
97,씨네21 덕분에 기대안하고봤다가~ 재밌게보고갑니다
98,기대안하고 보다  갑자기 존잼이여서  몰입도장난  아님
99,기대를 안하고 봤는데 재밌어서 시간가는줄 몰랐어요
100,SF스릴러로는 최고의 수작
101,나름 수작 sf
102,반전이 있을거라 생각은 했지만 전혀 예상하지 못했던 반전이었음. 전개도 지루하지 않고 재미있게 봤음.
103,이런 영화 너무 좋아♡♡핵 존잼ㅣ
104,패신져스가 이거보고 카피한듯근데 이영화가 더 잼있네요 시리즈로 나왔어도 흥행했을듯
105,박평식아 너는 이게 3점 짜리라 생각되냐  겁나잼있고 두번 보세요 귀무무비 화이팅
106,지금 보려고 합니다. 긴장되네요. 재미있기를 ... 기대치 평점 10
107,처음부터 끝까지 지루한 거 하나도 없고 꿀잼
108,10년전 작품이지만 엄청난 세트와 벤 포스터와 데니스 퀘이드의 쩌는 연기를 볼 수 있다.이벤트 호라이즌과 더불어 SF 호러물의 걸작이다.
109,왜..왜죽인거야 제일 선량한 농민을..ㅠㅠ
110,와아~~~~ C발 죤나 재밌구만. 에일리언 시리즈보다 못하지 않다. 겁나 짜릿하고 무서움. 조마조마....
111,근10년만에 다시 보니 아주 재밌네...우주에서 만나는 스페이스 좀비...새로울껀 없지만 넷플릭스 무비 같달까...벤 포스터의 연기도 아주 좋다~데니스 퀘이드야 더 말해서 무엇함?멕 라이언과 이혼해서 안따까움.약쟁이...
112,기대없이보고 대박이었던 영화
113,까먹을 때되면 다시 한번 보는 영화
114,한시도 긴장감을 놓을수 없다
115,몰입감 최고다. 굉장한 수작
116,꽤 잘 만들어진 SF
117,세상에나 이 영화를 10년 후인 이제야 봤다니!!
118,재밌습니다 꼭 보세요^^ 전문가평점은 무조건 패싱하면 됩니다~
119,기존의 sf시리즈들과는 다른 독특한 시나리오로 이정도면 충분히 잘만든 훌륭한 영화
120,개띵작이네 결말은 예상 못함
121,상상력 장난아니양 우왕
122,원래 SF 서스펜스 이런거 별론데 이 작품은 진짜 수작이네요
123,진심 반전에반전이 있어서 개쩐다 .. 와 저예산
124,기대안하고 봤는데 기대이상으로 배우들 연기력도 좋았고 영화내내 끝까지 긴장감도 놓치지 않네요.  스토리도 좋았고 무엇보다 볼거리가 많아 신선했어요
125,반전에 반전을 거듭. 언뜻 식상해보이고 싼티나 보이지만 영화가 진행될수록 급격히 빠져든다. 그리고 네이버는 하등 쓸모없는 전문가 평점을 속히 없애길. 네이버 평점을 보러 온 사람 중에 전문가 평점을 보고 영화를 판단...
126,점점 평점이 올라가니 내가다 흐뭇하네 ^^
127,우주 폐쇠공포. 의외로 수작이다. 짜임새와 내용 마지막 엔딩의 반전까지~~!!
128,SF와 공포의 조합이 훌륭한 예.
129,평점9점대는 나오는영화다 . 전문가들이 얼마나영화를심오하게 보는지는몰라도 이정도면 저정도로저평가될 영화는 아니라고본다.
130,최고의 영화다. 10점만점에 10점!
131,우주밀실공포 ㄷㄷ 초반에 괴물 정체 밝혀질 때까지 정말 무서웠다.그러나 SF다운 상상력을 제대로 보여준 영화인 듯
132,적당한 킬링타임용 이었드
133,정말 많은생각이들게하는영화였고 한사람의 잘못으로인하여 어떤 극단적인 상황까지 가게되는지 보여주는영화
134,평론가 니들 기준은 뭐냐?ㅋㅋㅋ 이 영화 보긴 봤냐??지들이 뭔가 되는줄 알아ㅋㅋㅋ
135,진짜 재밌음!! 이걸왜 이제봤는지후회됨
136,SF영화 중에 저예산 치고 이정도 몰입감과 스토리
137,진짜재밌다... 평론가보소...
138,핵꿀잼입니다. SF적인 내용도 딱 내 취향 ㅎㅎ
139,뻔하다니? 반전도많고 이런영화 너무재밋다 진심
140,영화 내내 너무 긴장감 넘치게 잘보았다. 분장같은게 너무 리얼했다.
141,"한때 ""어디 팬도럼 같은 영화 없나?"" 하고 찾아다녔을 정도의 영화"
142,와 보는내내 긴장감 쩔었음 이게 왜 기자평점 4점대인지 이해가 안가네.. 진짜 재밌었음.
143,진짜 재밌네여...bb
144,정말 재밌는 sf영화 중 하나에요
145,그냥짱이에요ㅋㅋㅋㅋ
146,재밌고 재밌고 재밌었다
147,평론가란 놈들은 평점 적게주는게 자신의 가치를 높이는 거라고 생각하더라 일반인 보다 보는눈 없는 넘들
148,재미있네요ㅋㅋ생각없이 봤는데 완전 몰입해서 봤어요
149,꼭 우주가 아니더라도 팬도럼 증상은 존재하는가. 세상이 어떻게 돌아가는지는 몰라도
150,와 진짜개쩌는영화. 반전이 볼만했음.소름돋는다.
151,볼만함 ...설정자체는 괜찮은데 뭔가 부실한느낌
152,OOO은 아이라도 봐주면안됨
153,몇없는 SF 공포물중에 꾀 봐줄만한 영화. 우주라는 암흑같은 무중력 공간에서의 공포란 설정만으로도 반은 먹고들어가는 소재. 그러나 그만큼 볼거리가 없으면 망하기도 쉬운 소재.
154,재밌게만들수있는소재를...잔인함으로 망쳐버렸다...
155,재밌게 잘봤습니다.  강추요
156,10점을 드리겠습니다. ㅎㅎ SF스릴러를 원하신 다면 강추입니다.
157,평론가 평점에게 1점을 주겠습니다.
158,군대 티비연등 시간에 이거 틀고 선임들한테 칭찬 받음
159,양산형 영환줄 알고 봤더니 생각보다 기본기가 탄탄해서 놀랐음. 본인들만의 세계관도 확실하게 구축해놓고 킬링타임 그 이상의 재미를 제공하는듯? 이 정도면 못해도 수작이지.
160,연출이 다소 잔인한장면이 있지만 기승전결이 아주 좋네요. 간만에 반전+스토리 있는 영화 봤습니다.주요 조연이 다소 허무하게 죽긴 하지만 개연성이 없는 죽음 장면은 아니라 마음에듭니다. 캐릭터 설정도 단순하지만 그만큼...
161,배우와 연출
162,
163,우물 안 개구리들의 모습을 보여준 듯. 우물 밖이 뭔지 모르니 두려워서 나가기 싫다는 개구리
164,
165,정말재밌게봤다   SF  수작이다  연기 배우 스토리 다괜찬음
166,오랜만에 봤는데 아직도 괜찮은 영화! 재밌음 ㅋㅋ
167,솔직히 보고 충격먹었다 .  영화 분위기는 개인취향이나 내용은 진짜 꿀잼
168,굉장히 수작인sf영화  오랜만에 이런영화를 보네요 결말도 맘에들고 한국인한태 안성맞춤 에일리언 이벤트호라이즌느낌 굿굿
169,신선한 결말 최고!! 왜 평론가 평점을 낮게 받았는지 의문.
170,스토리가 잘 짜여져 있다정말 방해되는 거 없이 몰입된다추천
171,마지막 반전은 정말 신선했다. 공포
172,스토리가 매력적임.. 연출도 잘했고 b급같지만 절대 노b급임
173,진짜 마지막 반전은 대작
174,sf답게 흥미진진하고 몰입도도 좋아요 굿
175,sf 스릴러 호러물 꿀잼
176,반전 스릴러에 팬도럼이 없다니 이상하다. 내용도 좋고 몰입도 잘된다 추천!!
177,수작이다. 뭐 하나 흠잡을 데 없다.
178,나 이거 볼때마다   재밌어
179,팬도럼 개봉할때 동시에 개봉한 영화가 의심스러운데. 네이버 영화평점은 진짜 알바가 너무 심하다 바이럴업체에서 조직적으로 와서 평점 테러해서 의뢰받은 영화 띄우고 팬도럼같은 수작은 평점낮게줌.
180,잼있오다섯번은 본듯 티비서 방송해줄때마다봄 지금보는중ㅋ
181,끝까지 몰입도 최고! 스크린에서보고 재미있어서 검색해봤는데  09년도 영화라놀랐어요.  전혀 이질감없고 잼있게 잘봤어요!!
182,이런 영화 넘 좋음~만날봐도 재밌네용 ㅎㅎ
183,이거 개 재밌는거임 ㅎㅎ
184,재밌지도 재미없지도 않는 어중간한 영화
185,아주 신선하고 재밌고 맘에들고 그냥 다 괜춘
186,이젠 믿고 거른다 존문가평점ㅋ
187,잘 만들었어요. 10년 전 작품이라니...
188,이영화 레알 띵작인데 개봉당시 평가가 박한듯 안타깝다.
189,급궁금한데  옆에  평론가들  3명은 영화를 직접 만들어보고 평론하는건가?  아님 주댕이로만..? 에이 설마..
190,최고다!! 멋진결말 한번쯤 상상해본 인류의 기원에 대해서 생각해볼만한 영화.
191,스토리좋고 엔딩좋고~ 단지 전투신 연출이 너무 난잡스러움
192,옛날느낌의 연출때문에 옛날영화느낌물씬
193,OO전 영화인데 재밌게 봤어요
194,또다른 에이리언시리즈 ~ ;;; 수작이네요 ~ 평점 10점 ~ ^^
195,나름 반전도 있고 재밌는데요?
196,나쁘지 않음. 결말도 궁금하네
197,한순간도 긴장을 놓칠수 없는 영화
198,잼나는뎅ㅋㅋ 근데 결말보고 아 ㅋㅋ놬ㅋ이거극장에서 봣엇는데!!10년만에 기억력ㅠㅠ.16만명중에 나도 잇엇넴
199,공포의 극한을 끌어내는 개띵작
200,그냥 외계 크리쳐물인줄 알았는데 아니었네 마지막 장면은 나도 덩달아 희망이 생기게 만들었다
201,의외로 볼만했던 영화입니다
202,sf좋아하는데 재밌게 잘봤네요 이정도면 꽤 수작!!!
203,진짜 평론가들 대단허다 ㅋㅋㅋ
204,여주 졸라 섹시하고 이쁨
205,Sf중에는 거의 최고가 아닐까 생각함
206,뻔하면서도 진짜 개꿀잼이다 결말도 나름 쩐다
207,상당한 수준이네요. 멀 10자 적으래
208,그리고.. 타니스 행성 3000년이 지나고.. 멸망직전 새로운행성 판도라로 우주선이 발사되고.. 나비족을 만나는데.. 펜도럼2 ~!!
209,졸라재밌음 반전들도많고 반전들이 충격적이라..
210,뭔가 묘하게 집중해서 보게됨
211,반전 이런게 생각 안하고 그냥 세기말적 분위기와 폐쇠된 공간에서의 압박감 그 자체로 먹고 들어갑니다. SF 좋아하시는 분들은 꼭 시간내서 보세요.
212,재밌어요 결말도 좋고 긴장되는 영화
213,정말 잘만들었는데 평점 테러하는 사람들은 뭐지...
214,일단 잼있게 잘봄. ㅎㄷㄷ 재미로 보면 별10개임.
215,마지막에 사이다 두 잔! 캬~
216,와우 무서운데 너무 재밌는데
217,왜 평점이 낮은걸까
218,재밌고 깔끔한 결말이 좋다.  강추
219,개봉당시 극장에 가서봤는데생각해보면 상당한 수작임.... sf영화사에 한획을 장식할만한 작품이라고 생각합니다....
220,sf
221,완전 수작 몽골 아재의 액션도 좋았음 ㅠ
222,뻔한 스토리인데도 전혀 지루하지 않고 재미있습니다.
223,아직도 dvd방에서 팬도럼을 봤던 기억이 생생하네요!! 우주영화 수작이라고 생각합니다
224,우주 SFX 영화의 수작
225,자칭 평론가들이라는 것들이 지들 OO인증 한 영화
226,일단 다시봐도 명작인 영화임SF랑 공포를 잘 섞어놨고 심지어 보는내내 내가 팬도럼 걸릴 거 같았음 그만큼 몰입도가 엄청남그리고 가장 좋은건 해피엔딩이라서 맘에 듬꼭 이런거보면 배드엔딩이던데 이건 해피엔딩나중에 꼭 시...
227,재밋네 ㅋㅋㅋ 이런게 영화지
228,안체 트라우.. 심쿵. . 으아ㅠㅠ진짜 너무 사랑스럽다 멋있고 섹시하고.남자랑 결혼해서 애까지 낳는거까지 보여줬음 좋겠다.ㅋㅋ근데 그게 안되잖아?나는 지금부터 안체 팬!!ㅎㅎ
229,영화를 보다 나도 팬도럼에 걸리겠다.
230,흥미를 이끌만한 소재는 좋았으나
231,지겨운 부분도 있지만 재밌네요
232,보고 나서 뭔가 부족한 느낌. 뭔가 못본 것 같은 아쉬움이 남음
233,타니스의 존재마저 팬도럼의 징후였다면
234,답답한 공간
235,이곳저곳 짤라먹은듯한
236,튕겨진 파편에 그냥 부서져버리는 우주선 창문 @_@
237,왠만하면평점안남기는데아놔.ㅋㅋㅋ 다들알바임?
238,쓰레기다..졸라 재미없음.
239,어두컴컴한 곳에서 미친듯이 카메라만 돌려대면 먹힐 것 같았지?
240,너무나 어둡고 불쾌한 영상미.내용은 좋지만 영상의 부족..
241,기대많이했다.. 에일리언 레이던트이블 연출진.... 하지만 기대는 ...빌어먹을..하..
242,별2개반정도면 훈훈한 평가2153년에도역시칼과창쿵푸가~ 대세라는 간접적인메시지압권
243,내친구 조성익만 즐겁게 본 영화 개인적으로 내용도 없고...별로 !
244,반전만 있네??? 나도 감염된 듯 한 영화. 평점보고 갔다가 - 낚였다
245,스토리는 괜찮으나.. 재미요소를 살리지를 못했네요..;;  집에서보세요~
246,아내돈...
247,와평점 올릴라고 난리를 치네.... 보고 돈아깝다고 울지나마라..
248,디센트삘.. 최악이다 최악
249,딱디센트 같은 괴생명체한테 쫓기는내용...........
250,이런영화 왜봤는지
251,제발 알바들 별점 그만 퍼줘라. 이게 8점이 다나오는게 말이 되냐...
252,그냥중간중간웃길뿐별재미없음
253,CG는 제작비 절감한 것으로 보입니다. 다른 영화와 별 다른점이 없네요.
254,진짜...이건아니다
255,처음 부터 극장을 나가고싶었던영화 ..이거 저예산 으로 만들었나 ??
256,내년 구정부터 OCN에서 향후 5년간 죽어라고 틀어줄 예감.
257,평점왜케높음?긴장감은있었지만알수없는영화.난왜디센트가생각났지?
258,왤케 높아 7점이 맞다...목 꺽이도록 잔기억
259,대충 어떤내용을 이끌고 가려는지는 알겠는데 진짜 무슨영화인지 당체 모르겠는영화
260,무섭지도않고 화면은 끝까지 어둡기만하고.기대안하고보면 괜찮겠지만 추천은안함
261,비슷한내용이많았기때문일까?결말은당연히예상한대로였다!하지만 볼만하다!
262,정말 이도 저도 아닌 영화
263,SF 관련 해선 하나도 안나오고 폐쇠된 공간에서 좀비랑 장난질 -_- 알바짱
264,이도저도 아닌 영화에 한표. 기대하고보면 못 봐줌
265,보고난후 나는 물론 관객들 반응 모야...ㅡㅡ;; 완전 최악의 영화
266,초기에 긴장감을 주긴했지만 뒷부분이 조금 지루한 감을 주는 영화였어요
267,그저그럼
268,그닥
269,재미 없는데 깜짝 깜짝 놀라 잠도 못자구ㅠㅠ 별로얌
270,기대없이 본 영화 중에 정말 기대만큼 재미없던 영화 ㅠㅠ
271,..내가보자고해서 욕만 진탕 들어 먹고 배불러죽갔슈..어두컴컴
272,sf영화 아님. 공포영화....좀비영화였음...솔직히 무서웠다 보는동안
273,SF라는 포장지로 기대하게했지만. 소비자를 낚으려는게 아니면 원표지를 가져다 써라
274,특색없는 등장인물
275,SF액션영화중 초반과중반에 약간에 긴장감뿐 더이상 아무것도아니다
276,이 영화 통해 팬도럼이라는 용어를 알게 된 것 외에는
277,헐리우드 3류영화
278,스릴은 괜찮은데 뭐 그닥 반전도 재미없고 디센트에 나오는 괴물나오고 완전 실망
279,지방인데..오늘 나포함에서 2명이서 영화를 봤다..더이상 설명할 필요가 없음
280,실망했음...
281,그저 그런 영화였음
282,쓰레기 영화...던이 아깝당..
283,어설프기짝이없는쓰레기.예상가능한반전
284,재미도 없고 스토리는 뻔하고 볼거리도 없고 5점도 과하다. 알바짓은 그만
285,이거 평점 다 왜 이래? 혼자 엿먹긴 아깝다 이건가? ㅋㅋ 한숨만 나오게 하는 영화!
286,평점너무높다.. 반전이굿이라고?.스토리는 메멘토보다 더난해하다..
287,씨네21평점에 완전 동의 그나마 영화관에서 봐서 놀라기만 놀랐지 영화관도아니면진짜
288,그냥 놀래키기만하는 좀비영화;;;
289,뭐야알바초반에내잠을깨우더니뭘말하고싶어하는지?완전저예산좀비들은완전디멘터닮음
290,예고편에 낚이지 마시길... 영화보다 존건 처음이다
291,음 디센트의 괴물이 생각난다.
292,미국서 개봉 첫주에 6위
293,전형적인 낚시영화 관객이 월척이냐?
294,밑의 씨네21 기자들 별점에 동의하긴 처음이다
295,영화 보고 식겁했다. 시사회 보다가 중간에 나간 사람은 현명했다.
296,평점 관리하는 홍보사 직원들에게 속지 마시길
297,개봉 전에 평점은 거짓말임! 제발 이제 이런 짓 그만 하세요.
298,뮤턴트다크에이지와 막상막하
299,레지던트이블에 '레'자도 꺼내지마라...
300,시사회로 봤는데 최악
301,이 영화를 보기전에 뮤턴트 다크에이지를 봐라. 재밋다고 느낄 것이다 ㅋ
302,솔직히 별로에요;
303,영화 한줄 정리 잠수함에서 오크족과 휴먼족의 전쟁
304,액션
305,재밋긴한데 감동이 없어
306,몇 번을 다시 봐도 잘 만든 영화. 보통 이런 스토리류의 결말은 마지막에 두 명 정도 남았을 때 한 명이 갑작스런 사고로 자신을 희생하면서 나머지 하나를 구하면서 최후의 한 명만 남게 되는데 이건 그런 뒷목 잡는 엔...
307,평론가는 개나 소나 소라나 고둥이나 아무나 하는갑네
308,몰입도 좋음 쿵리 빼고 연기 개잘함 수작
309,이정도면 상위권! 재미있는데!평론가 점수 말이안되...저만그런가요?보시고 판단해주세요~
310,띵작임 다시봐도 정말 띵작
311,박평식? 끄덕끄덕 ㅋㅋ
312,영화는 저어어어엉말 재미있음. 결말도 좋고. 다만 영화에 완벽한 철학같은걸 요구하는 씹선비..가 아니라 평론가들 성격에는 안맞을것같기도함.  킬링타임용따위로 표현하기에는 너무 잘만들었다
313,이거 평점쓴 소위 평론가라는 세마리는 쫌 많이 맞아야 정신차릴듯한데...
314,박평식은 원래 유명한걸 뭐.. 보이는데서도 저러니 안보이는데서는 악플만 어우.. 생각만해도 끔찍하다.
315,괴물이 무섭지가 않아서 긴장감이 떨어짐
316,평론가 저딴거 없어졌으면 좋겠음
317,이용철 박평식 김봉석 뭐냐 ㅋㅋㅋ
318,박평식의 허세에 치가 떨린다
319,기자/평론가 자기자신 평점 매겼나보네
320,그냥 시간 때우기용! 스토리도 너무 빈약하고
321,80년대 전성기시절 SF물의 감흥을 잘 살려낸 영화인듯.. 굉장히 몰입해서 재밌게 봤다. 헌데 기자 평론가 평점?? 허세부리며 비판해대면 뭔가 있어보이디? 꼭 보면 같잖은 OOㄴ들이 평론가랍시고 깝치드라.
322,잘 만들어진 영화네요.
323,도대체가 평론가라는 분들이 눈은 달고는 다니는걸까..어떤 관점에서 봐야 저런 평점이 나오냐;;
324,지루하지 않고 재밌어요~ ㅎㅎ 난 이런 분이기 공포물이 좋더라~강추해용!!
325,기자
326,명작
327,이런 류의 영화는 찝찝함과 석연찮음만 던져주고 끝나곤 했는데.. 뭔가 해갈되는 느낌.. 꽤나 괜찮았음..
328,기대 이상의 굉장한 영화
329,잼있다  밤에봐야되 꼭
330,와우.. 재밌네요 ㅎㅎ 좋은 영화였습니다. 사람들이 한번쯤 원하는 유토피아 신세계에대한 열망을 잘 표현했고
331,기가막힌 설정과 스탠윈스턴 사단의 실감나는 뮤턴트 크리에이쳐
332,아 캄캄해서... 집중은 커녕.. 뭐가 보여야지..
333,벤포스터의 연기도 어쩔 수 없는 헛점 투성이 졸작!!
334,깜깜한 화면
335,돌리다보니 엔딩크래딧 나오더군..
336,소재는 신선했지만
337,많이 본듯한 느낌에 식상한 반전?
338,돈내고 보기 아까운 영화. 정말정말 할일이 없으면 시간때우기로
339,새로울게 없는 진부한 영화
340,1987년 전에 개봉한 에어리언1보다 못하다...정말...이게 2000년대의 영화수준??
341,집중이 되네요
342,아슬아슬하게 실증에서 재미 재미에서 실증
343,어정쩡한 마무리빼고는 그럭저럭..
344,이런류의 반전은 이제 식상하지 않은가..
345,아휴 지루해.. 에일리언이 100배 났다
