,content
19,9.23점... 그래도 낮다 ㅠㅠ이 명작은 만점이어야해ㅠㅠ 너무 감동적이고 슬픔ㅠ
20,난 테디가 왜이렇게 귀엽냐 ㅠㅠ 머릿속에서 떠나질 않네..뒤뚱거리는모습이
21,어릴 적 영화관에서 엄마와 함께 본 영화. 지금은 함께 볼 수 없기에 내게는 가장 슬픈 영화. 언젠가 영화처럼 엄마와 다시 만날 수 있을까? 같이 영화보던 그 시간 이제는 내 인생 가장 소중한 추억이 됐네. 엄마
22,스필버그 사기
23,나이를 먹어가면 먹어갈수록 감동의 쓰나미네..30대가 다되서 보니까 또 틀리네...
24,데이빗...꿈속에서 영원히 행복하게 살길...
25,스필버그 최고의 영화라면 과찬일까? 영화사상 가장  가슴 따뜻한 엔딩이 아직까지 기억에 남는다
26,아이러브 데이빗!! 데이빗의 엄마를 향한 마음은 수 많은 시간이 지나도 아련하구나
27,감정의 깊이를 알지 못하는 사람들은 이 영화를 이해하지 못할것...
28,이런게 영화다
29,지금봐도 참 명작이다. 요즘 이런 영화 다신 안나올까? 오랜만에 다시보니 참 먹먹하다. 그런데 테디는 귀여움은 시간이 지나도 변하진 않는듯 ㅎ
30,어제 TV를 돌리다 재회한 A.I. 내가 이걸 8살 때 봤다는게 믿기지 않으리만치 내용이 생생하게 기억날 정도로 진한 감동과 여운을 남겼던
31,정말 좋은 영화... 엔딩 장면은 지금도 잊을 수가 없다
32,스필버그식의 큐브릭 영화. 인간다움이 무엇인가에 대해 보여주는 미래판 피노키오 동화네요. 후반부까지 큐브릭 스타일의 주인공에게 감정을 배제한 시선을 보여주었다면 결말은 스필버그식 가족주의. 데이빗이 되고 싶어 하는
33,너없이 천년을 혼자 사느니
34,만약에 나 죽기 전에 로봇이 뛰어다닐때엔 로봇에게 사랑을 주면 안되겠다...이건 너무...잔인하고 슬픔..
35,아...극장서 포풍오열을 하고 봤는데...DVD로 사놓고 다시봐도 포풍오열..간만에 다시 다운받아서 보는데도 또 오열...ㅠㅠ
36,가장 기억에 남는 영화중 하나..
37,보면 알게 되는 영화. 누구도 이 이야기를 이렇게 특별하게 표현할 수 없을 것이다.
38,신과 생명
39,늦은밤 에이아이를 보고 기분이 참 묘하네요..아이를 낳기전에 봤을때도 가슴이 먹먹하단 느낌이였는데..  아이를 낳고 보니  또 다른느낌이 들고 감동적이였습니다.  꼭 봐야하는 영화인 것 같아요.
40,나의 영화 인생에 있어  세손가락안에 드는 대명작~~
41,10점이라는점수가있어서다행이다.
42,6번도 넘게봤는데도 엔딩장면에서 흐르는 눈물은... 그애잔한마음
43,명작중명작 어렸을때랑 커서랑 봤을때 느낌이 다르다 어른이되고나서보니 인간이 얼마나잔인한지 느꼈다 로봇이 인간보다 더 인간다워보이는영화 인간 생명 사랑에대해 여러가지로생각해보는계기가되기도했다 다시봐도 명작인영화
44,오늘 또 삼십분 울었다. 나이 35살먹고   그냥 울었다. 너무 좋아서 펑펑 울었다
45,인간이 될 수 없어 슬픈 로봇의 이야기.
46,20대초반 주인공 로보트를 보며 내 인생에 대해 생각할 수 있었던 영화였다. 보는내내 가슴이 아팠다. 스필버그 영화 중  최고의 영화로 기억될 것이다. 근데 이영화를 추천해서 본 당시 여친이 내게 이런말을 했다. &...
47,내 평생 가장 슬펐던. 그래서 다시보기도 겁나는 영화 ㅜㅜ 각 캐릭터들의 설정과 배경을 잘 이해해야 그 아이러니와 비애감을 온전히 느낄 수 있다. 외계인이 좀 뜬금없긴 했지만 마지막에 결국 꿈에그리던 엄마를  다시 ...
48,아 근데 마지막에 곰 혼자남음
49,마지막에 2천년이 흐르고 쌍둥이 빌딩이 남있던데 이영화 개봉하고 한달후에 911테러 일어남 ㅜ쌍둥이 빌딩이 없어질줄 몰랐겟죠
50,지루하다고 로봇파괴대회부분만 집중해서봤다는 놈 최소 감정없는 사이코패스
51,이영화를 두번본다는것만큼 큰 고문은없다. 볼때마다 내가슴이 찢어질거같다.
52,2014 년에 이영화를 처음 보다니..ㅜㅠ..정말 너무 감동해서 펑펑 울었다...데이빗의 연기가 정말 압권...그리고 스티븐스필버그 ...진짜 천재 감독인정~!  .최고의 영화다~!!!
53,최고영화가지루하다고하는사람들은이 영화에 담긴 철학적 고뇌와 사랑의 애잔함을 공감못하고 이해못하는 사람들
54,정말대작이죠 대작
55,뒤늦게 보고 이리 큰감동...펑펑울면서 봤네요
56,로봇이 사람같아서 참 슬픈영화
57,다시본다면 보고싶지 않네요 ....너무 감동적이라 ...보는내내 눈물을 펑펑흘렸습니다.
58,같은 시간
59,생각이 많아지고.. 아직도 맘속 깊이.. 남아잇는 영화
60,소름끼치듯 몽환적인 먹먹함과 정신적 충격에 잠을 이루지 못할 정도의 너무나 감동적인 영화입니다. 역설적이게도 인간이 아닌 로봇 소년의 순수성을 통해 진정한 인간다움이 무엇인지 다시한번 생각하겠끔 하는 영화였습니다.
61,볼때마다 너무 슬프다.  아이의순수한 마음의감동
62,테디가 엄마의 머리카락을 주섬주섬 꺼낼 때의 찬탄
63,이룰수 없는 꿈을 갈구하는 한 '인간'의 따듯한 이야기
64,몇천만년 후에 인간의 상상력이 옳았다는것을 이 영화로 증명할수 있을듯하다
65,정말 최고다.. 내가 저아이라면.. 사랑하는 사람과의 그 마지막 하루의 시간이 나에겐 정말 뜻깊게 다가왔고 감동과 슬픔에 눈물이났다 ㅠㅠ 정말 최고의 영화..
66,정말 재미있게봤던 영화고요
67,테디가 너무든든하다.. 아름답고 슬픈 동화.. 엔딩이 머라할말이없는데.. 눈물은 왜나는건지...와이프앞에서 쪽빨린데.. 그냥 울었다ㅜㅜ
68,우연히 채널을 돌리다 영화를 끝까지 보게 되었다.끝쪽 20분동안은 하염없이 눈물이 나올정도로 슬펐다.이제껏 봤던 인공지능 영화들과 달리 여러생각에 잠기게 되었고 주인공 데이비드의 마음과 사랑에 공감하게 되어 더 마음...
69,어렸을때 봤던 영화는 웬만해선 기억이 잘 안나는데 에이아이는 장면들이 참 기억에 남아요. 커서 보니까 감동이 배로 되서 돌아온것같아요. 너무 슬퍼서 진짜 엉엉 울면서 봤어요. 헤일리 조엘 오스먼트의 연기는 진짜 대박...
70,내생의 최고의 영화다. 정말 걸작.... 훗날 나의 자식들에게도 보여주고싶은... 너무나 감동적인영화.........
71,스필버그가 남긴 인류의 위대한 명작.
72,20살에 보고40살이 되어 데이비드만한 아들이 내옆에있네..20년만에 또 펑펑 울었다
73,조엘만큼 연기천재 아이는 없음. . 
74,엄마 보고싶은 영화...
75,최고의 영화
76,패암말기.. 다가올 안식을 기다리시며 잠드신  내 어머니..손을  잡고있다..지금 이시간이  영원히 멈춰버리는 기적은 오지않겠지..어머니와 함께한 투병4개월이  데이빗의 하루처럼 소중하다..어머니 사랑합니다..당신...
77,ebs에서 해서 봤는데 진짜 명작중의 명작.. 어떻게 이런 영화를 만들 생각을 했을까라는 생각이 드네요 엄청 심오하고 슬픈 영화
78,어느순간 그로부터 로봇이 아니라 진짜인간을 발견할 수 있었다
79,스토리를 진행하는것이 지루하다니....주변 인물들까지 확인했다면.. 인간이지만 로봇을 시샘했던 형과 폐기장에서 죽음을 두려워했던 로봇들
80,결말에서 김 빠졌다는 사람들은 결말의 의미를 제대로 이해 못한겁니다. 스포라서 직접 말하지는 않지만 영화 중간에도 막판에 나오는 존재들의 정체에 대한 암시도 있구요
81,스티븐 스필버그 이런 대단한 감독이 21세기에 또 나올련지 모르겠다....솔직히 요즘 영화는 영화에서 주인공이 울면 따라울었지   이건 차원이 다르내 ㅇㅇ명작은 역시 달러 ㅇㅇ... 맘같아선 1000000점 주고싶내...
82,이것은 sf영화가 아니다.
83,EBS에서 보는 중이신 분 에이아이
84,이제 인생 최고의 영화가 뭐냐는 흔한 질문에
85,짱짱!진짜 펑펑울었어요 ㅠㅠㅠㅠ
86,10년도 넘은 영화인데도 지금 다시봐도 볼때마다 가슴찡하고 슬프지만 아름다운 영화다~ 배우들의 뛰어난 연기와 거장 스필버그다운 명작!
87,명작
88,우이씨
89,내가 이영화를 어떻게 감히 평가를 할 수가 있을까
90,어른들도 눈물짓게 만드는 스필버그식 동화
91,너무나 많은 감정들이 소용돌이처럼 휘몰아치지만
92,마지막 장면 보면서 나도 모르게 눈물이...   정말 잘 만든 작품..
93,지금 다시 봐도 굉장하네요... 정말 대단해요. 영상미며 그안에 있는 알맹이며
94,서른넘어 이새벽에 펑펑 울고있음ㅜㅜㅜ 너무 맘이 아려서 별하나뺍니다ㅜㅜㅜ 쏴리 스필버그느님. 행복한하루에 영원히 머물길 데이빗.
95,이영화를 어떻게 갖가지의단어를조합하여설명할수있을까요...가슴과눈이  뜨겁습니다...세상을 좀더 아름답게 살아가야 하겠습니다...
96,방금 cgv채널에서 해줘서봤는데 정말 가슴이 저미고 아름다운 영화네요. 아주 어릴때 봤을땐 그냥 재밌게 본sf영화였는데 어른 된 지금보는 이게 왜이렇게 슬프고 가슴아픈지..
97,오래간만에 다시 봤는데. 어릴때 왜 대부분의 아이들이악마처럼 보였는지 생각남. 대부분의 인간에 대한 회의가 느껴짐.이 영화의 관전 포인트는 로봇보다 인간적이지 못한 인간들의 모습을 보여주면서. 기계화된 인간이 얼마나...
98,진정한 인간이 되려고 한순간
99,엄마가 데이빗 버릴때 진짜 빡침.  필요해서 데려와놓고. 잔인해. 아이가 원한건 엄마의 사랑인데.
100,이런 명작을 이제서야 그것도 티비로 보게 되다니... 곰인형이 나와서 영화가 너무 무겁지 않고 주드로와의 여행에서도 좀더 동화적인 느낌이 나지 않았나 싶다.
101,스티븐 스필버그.. 이제야 알았다.로보트가 사람얼굴하고 사람처럼 감정느끼면 그게 오래사는 사람이지 뭐야... 가여워 죽는줄 알았다..ㅠㅠ
102,진짜가 아니어서 미안해요 ㅠ데이빗의 이 말이 가슴을 치게 만든다. 스필버그에게 천재성 그리고 아역 오스먼트의  촉촉해진 눈가의 슬픔이 이 영화를 명작으로 만들었다.
103,최고죠. 나이 40넘어서도 볼때마다 눈물.
104,아무생각없이 보다 머리를 한대 맞은듯하네요.가슴이 먹먹한 잊고 있던 모든감성을 터뜨리네요.마지막 30분 엉엉 울었네요.극장에서 다시 보고싶은영화
105,영화 보고나서 한참동안 쇼파에 앉아 눈물을 흘리면서 깊은 생각에 빠졌었던 기억이난다..이 영화를 한편보면 이건 영화가 아니라 꿈을 꾼거같다라고할까..말로 할수없는 슬픔이 정말 많은 생각을 하게되는 영화. 내 인생에 ...
106,어렸을때 같이 계시던 엄마가 생각났다.. 그때로 돌아가고싶네 미치도록
107,스티븐 스필버그가 왜 대단한 감독인지 몸소 느낄수있는 영화! 대박
108,니들 반드시 봐라 감동적이다
109,존재한다는것의 무거움I' am. I was(극중 지골로의 마지막 대사)
110,3번은 본거 같다 해피엔딩인것도 같지만은 한편으로는 씁쓸한 엔딩이기도 하다..진짜 현실의 행복은 아니였기에..
111,데이빗을 연기한 배우는 연기 천재였다.
112,마음을 건드리는 영화
113,테디 덕분에 분위기도 괜찮았는데 마지막에 침대에 앉을때는...ㅠㅠ
114,거의 20년전에 이 퀄리티 실화? 스필버그는 천재야
115,주드로 캐스팅은 진짜 신의한수였다
116,영화가 끝났는데도 곱씹을수록 더 눈물나는 영화인듯.. 아이의 순수한 눈빛과 마지막 침대위 쓰리샷은 영원히 기억될듯
117,화려한 cg 액션 멋진 히어로. 그런 sf말고
118,영화가 끝난후 검은배경에 흰글씨 '스티븐 스필버그' 를 본순간 소름이 쫙 끼쳤다.
119,너무슬픕니다.엄마만나기위해인간되고싶다고하고나중에엄마랑같이죽는거명장면입니다.이영화대박추천입니다.
120,비참한 현실을 이해하기에는 너무 어린 나이라
121,사랑이란 마음만있다면  그어떤존재든 사랑이란마음이 없는 인간보다 났다   그러므로 데이빗은 이미 사람이나 다름없다데이빗의 사랑은 너무나도 애절했다 어찌 이렇게나 애절하게 표현 했을까 ㅠㅠ
122,아 미친다... 이 영화는 그냥 트라우마가 된거 같다.. 이거 본지가 20년은 된거 같은데 아직까지 제목만봐도 눈물이 난다. 평점적는데 눈물줄줄 나서 입에 다 들어간다 고통스럽다 왜 이렇게 슬픈영화를 만든거냐고 sf...
123,"어린시절 봤을 때는 정말 ""로봇 아이의 삶 ""정도로 기억하는데 ..30이 되어 다시 보니 동화 같은 이야기지만 동화 같지 않은~유치하지도 복잡하지도 않은 완급조절이 확실한 영화 ! 최고다"
124,조엘이 연기를 너무 잘함.. 눈물흘릴때 나도 같이 울게 됨. 마지막 엄마와 함께 잠들때 가슴이 아프면서도 행복해하는 데이빗을 보며 감동이었다
125,최고네요 믿고보는  EBS   감사합니다.
126,잘키운 곰 인형 하나 열 진짜 곰 안부럽다.
127,한 번도 영화 보고 운 적이 없었는데 아무 것도 모르고 가볍게 보기 시작했다가 엔딩부터 한 삼십 분간 엉엉 울게 만든 영화. 다시 못 볼 것 같다
128,2001년 극장서 보고 얼마나 울었던지.. 오늘 2019년 티비서 해준걸 다시봐도 그 먹먹함과 여운과 감동이가시징 않네요..
129,볼때마다 대성통곡하게 되는 영화
130,기발한 상상력
131,삶과죽음을 생각하게하는영화 끝나고도 깊은여운이남는다 개인적으로 정말 슬펐다 왜이제야 봤을까 하는생각이드는 명작
132,세상에서 가장 슬프지만 행복한 하루
133,엄마의 사랑이 간절한 '로봇'의 모습을 보고 눈물이 흘러 내리는 걸 참을 수 없다. 주인공의 모습은 곧
134,큐브릭이 원했던 이야기를 스필버그의 입김으로 만들어내다. 스필버그 감독의 많은 작품들을 봐왔지만 나에게는 역시 A.I.가 가장 특별한 작품.
135,보면서 가슴이 아프고..정말 내가 소년이 되어 엄마를 원하는 마음이 전해져서 슬펐네요ㅠ예전에보다가 엄마생각나서 울었던 기억이ㅠ
136,감동을  주며
137,존재의 소멸이라는 불교적 철학을 건드린 심오한 작품. 단순히 슬픔이라는 진부한 말로 감상후의 느낌을  전달할 수가 없다. 불립문자
138,가족과 함께하는 하루하루가 소중하다고 느껴진다...
139,사랑하게 만들었으면 사랑을 줘야지
140,난 마지막 테디 모습보고 오열함.
141,Ebs 이영화 보고 폭풍 오열 했네요 데이빗 눈빛 연기 정말 압권이예요
142,내 인생 영화 1순위 오늘 또 봤는데 역시다 ㅜㅜ또 울었다
143,느낌 좋다...아련하고 허무하고 그것보다............그냥 좋다
144,그렇게 기다려놓고 기껏 제일 먼저 한 행동이 엄마를 위해 커피 타주는 것.. 인간은 살아가는 동안 이런 끈질긴 사랑을 한번이라도 해볼 수 있을까
145,인류가 멸망을 해도 인류의 피조물이 인간을 기억하고 사랑한다. 두번 보기엔 이미 흘릴 눈물이 없다.
146,인간이 되고 싶은 로봇 아이의 간절함
147,ebs 일요시네마.2001년작인데 지금봐도 명작이네요
148,개띵작. 방금 OSB에서 보구 평점남깁니다. 스필버그 당신이란사람 진짜 천재군요
149,테디 내가 키우고싶네ㅠㅠ 감동이다..
150,영화관 앞줄에서 펑펑 울었던 영화..관객수134명 뭐지..
151,스티븐 스필버그의 최고작이자 sf사의 걸작이라고 말하고 싶습니다. 제게는 인생영화입니다. 존재의 근원적인 상실감을 메우려고 애쓰지만 끝내 성공하지 못하는 모습에서 죽음충동이 느껴지네요.
152,마음이 알수없는 색으로 물드는 기분..  이 색깔을 말로 표현하긴 힘들다 ㅜㅜ
153,AI를 주인공으로 하고 있지만 인간에 대한 이야기
154,슬픈 동화다. 감독의 상상력이 대단하다.
155,너무 슬퍼서 다시 보고 싶지 않았다 ㅜㅜㅜ
156,인생영화.떠올릴때마다 마음이 아프다
157,8번째로 봤는데.. 아니나 다를까 나이 서른 먹은 남자인 나도 1시간 동안 울었다.
158,내 기준 스필버그 최고의 영화.. 영화 본지 10여년이 흘렀지만 아직도 그때 그 어린마음에 깃들었던 강렬함이 남아있다. 어찌나 엉엉 울었는지.. 이 글을 쓰면서도 눈물이나고 가슴이 먹먹해서 목이 막힘.
159,무조건 10점. 아 가슴아프다ㅠㅠ
160,내 인생 최고의 영화라고 말할 수 있다.
161,이 영화는 단언컨데 스티븐 스필버그가 아니면 만들 수 없다고 생각한다.  스티븐 스필버그가 그냥 대단한 감독인 줄로만 알았지만 이 영화를 통해 그는 정말  오랫동안 길이길이 남을 감독이 확실함을 알 수 있었다. 이건...
162,본지 10년이 지났는데도. 지금 데이비드와 동갑인 11살 우리 아들을 보면서 이 영화가 생각나네요. 모성이란 엄마와 아들이란. 사랑이란. 아들하고 같이 봐야겠습니다.
163,대부분 맨끝에 엔딩부분이 어설프다고 그러는데... 나에겐 충격적인 결말이었고 길이 남을 장면이었다.
164,20대 일때보고 나이 40인 현재또 다시 눈물이 흘렀다이 씨부렁탱 같은영화는 너무 완벽하다
165,가히 인생 최고의 영화!! 훌륭한 영화는 이토록 친절하면서도 감동적이다
166,내평생 영화보다가 운영화는 이영화가 처음이자 마지막임.ㅜㅜㅅㅂ 슬퍼
167,재개봉이 시급한 영화 ㅜ ㅜ 제발요 ㅜ
168,티비에서 우연히 중간부터 해주는거 보다가 생각나서 처음부터 다시 보았어요 초등학생때 처음보고 종종 티비에서 해주는거 몇번볼때도 너무 슬펐는데 아기낳고 또 다시보니 감정이 쓰나미처럼 더 휘몰아치네요 폭풍오열했어요ㅠㅠ ...
169,어렸을 때 밤에 가족들이 일이 있어서 다 어디 가고 나만 혼자 집에 있었을때 ebs를 틀었는데 이 영화가 막 시작하고 있었다. 심심해서 봤는데 영화 막바지에 집에서 혼자 미친 사람처럼 소리내서 꺼이꺼이 울었던 기억이...
170,내나이 오십인데 ..어쩜 저리 순수한 마음을 SF영화가 동화 처럼 그려낼 수 있을가..너무 울었다..2천년의 기다림..
171,옛날 고딩때 봤을 때보다 더 울었다. 내 나이 서른 중반
172,지금 EBS에서 보는중.. 이 영화는 잊어갈때쯤 한번씩 보게되는데
173,내 인생영화에 들어가지만 너무 슬퍼서 다시 볼 염두가 안남....
174,스티븐 스필버그는 이영화로  21세기를 열었다
175,행복해서다행이야 데이빗.
176,역시 다시봐도 감동이...
177,다시봐도 좋구나
178,그냥 말이 필요없는 명작 금방 케이블에서 3번째보고도 눈물이안멈추네요
179,너무슬퍼 30먹고 대성통곡중
180,2019년에 봐도 가슴이 메인다. 단 하루만이라도 더 사랑받고 싶은 데이빗의 소망이 이루어졌지만 그 시간을 위해 참고 노력한 데이빗의 모습이 상기되니....인간보다 더 인간적인 아이 로봇. 어쩌면 우리는 로봇보다 못...
181,어두운 바다속에서 엄마를 보고싶다고 간절하게소원을 비는 장면을 아직까지 잊을 수 없다
182,잔혹하면서 슬픈 영화...기술발전의 속도로 봐서는 멀지 않은 미래에 일어날 법하다
183,마지막 엄마와의 시간은 눈물나게 만든다
184,한편의 인생을 본듯하다.
185,내가 생각하던 이상적인 내용에 제일 가까운 영화
186,눈물참기 힘드네요?ㅋㅋㅋ
187,할리 조엘 오스먼트 연기 진짜 대박이었다. 스필버그 감독님 작품 중에서 제일 재밌게 봄. 2번씩이나 분위기가 휙휙 바뀌는 것만 빼면 다 좋았다.
188,지금봐도 cg가 손색없을정도네요 그리고 데이빗 너무 연기를 잘해요.. 눈물은 스토리도 스토리지만 거의 데이빗의 애절한 연기때문에 흘렸네요.. 등장인물 모두가 애잔하네요..데이빗
189,이런 명작을 너무 늦게 알게되어 아쉽다. 스티븐 스필버그 감독님 사랑합니다.
190,인생영화가 되어버렸다
191,데이빗이 기다렸던 하루...
192,왜 그동안 이런 영화를 몰랐을까? 2001년에 이런 영화가 나오다니 정말 대박이다.정말 눈물이
193,이게 2001년 영화인 게 믿기지 않는다. 내 인생영화!!너무 많은 이야기를 내게 해주는 영화.데이빗 너를 사랑한단다. 너는 특별한 아이야.
194,오늘 다시 봤는데..울었어..
195,마지막 10분은 그냥 미쳤다.
196,15년전 이영화보고 펑펑울던 기억이...스필버그영화중 ET랑 
197,이영화를 본건 내 생에 가장 의미있는 일중 하나였다
198,너무 슬프다
199,나의 최고의 영화..오스먼트 연기야 말할것도 없고.테디가 침대로 올라와 털썩 주저 앉을때 눈물샘 터져요..원래 큐브릭 감독과 스필버그가 같이 만들었던 영화인데 중간에 큐브릭 감독이 타계해서..엔딩크레딧에 '큐...
200,내모습에도 데이빗의 모습이 있는것 같아 더 슬프다..
201,마지막 엔딩장면은 정말이지....
202,눈물나
203,나의 사춘기시절을 아름다운 추억의 일부로 만들어줬던 고마운영화
204,절대 잊을수가 없는 영화. 원래 영화보고 눈물 흘린적 한번 빼고 없었는데 다시 눈물을 흘리게한다.
205,데이비드ㅠㅠ아 이거보고 얼마나 울었는지 ㅠ ㅠ
206,난 유일한 존재냐고 묻는 아이. 20년 전에 만들어진 영화. 우리를 관통하는 것은 시간이 지나도 변하지 않는구나. 순수한 사랑에 대한 영화. 아이의 눈빛과 떨어지는 눈물 한 방울이 이렇게도 진짜였던적이 있었까. 사랑...
207,데이빗.. 넌 특별한 아이야 ㅠㅠ2천년을 기다린 행복한 하루를 위한 소망.아름답고 슬프다.우리의 현재는 정말 특별한 것이다..과거도 미래도 다 현재로 만들어진거니까.이 와중에 아저씨 목소리 나는 테디 완전 소중 완전...
208,어른이 볼수 있는 참 잘 만든 '동화'다
209,당연컨데 최고의 명작이지만 한번 밖에 못본다. 왜냐하면 너무 슬퍼서 또 볼 자신이 없어서.
210,그동안 본 영화는 애들 장난이구나... 역사를 새로이 썼다 눈물이 멈추질 않네 별 열 개가 모자라다
211,왜 이걸 이제서야 보았나...진짜 옛날 영화들이 명작이다..
212,영화가 너무 아련하고 잠못이룰정도로 감동적인 영화임너무 슬퍼서 두번 못볼영화...행복한 영화네요
213,천재적 아역배우가 천재적 감독을 만났다...
214,명품 영화는 세월이 흘러도 명품이다
215,진짜 명작...이 영화를 이제 봄 ㅜㅜAI지만 아이들에게 엄마란 존재가 어떤지 생각해보게 되는 영화네요...아들아 사랑해~♥
216,20년만에 다시 보는대도 새로운 느낌이다... 대작 중의 대작
217,간절하다는게 무엇인지 알수있는 영화!
218,너무 감동적이어서 눈물난다.
219,볼때마다 눈물 펑펑 ㅠㅠ 가여운 데이빗..
220,진지하게 인간을 질문하는 영화.. 타이타닉
221,어릴때 봤고 30대 지긋한 지금 봐도 마음이먹먹해 지는 영화 ㅠㅠ펑펑 눈물이 나네요 2천년의 간절한 기도와 단 하루의 행복과 비로소 영원히 꿈꾸며 잘수있게된 데이빗 ㅠㅠ 이미 데이빗은 사람 아이였다 ㅠㅠ
222,오열했습니다 극장에서 오열 한번만 더 할 수 있게 재개봉 가요
223,인간이란 무엇인가? 어떤 존재인가? 라는철학적 질문을 던진 영화인 것 같아요. ‘사랑’과 ‘꿈’ ‘희망’이 추구하는 것이 인간다움이 아닌지 생각해봅니다.
224,스필버그 이 지독하지 못한 사람
225,미래 정말 인공지능이 극도로 발달하여 데이빗 같은 로봇이 만들어진다면 로봇도 하나의 인격체로 존중해줘야되지않을까?? 그나마 해피엔딩이라서 다행이다 ㅠㅠ
226,꺼이꺼이 울면서 봤네요..최고의 영화
227,[스필버그] 그 는 이미 문명 성인(聖人)의 메세지를 영화화 하고 있는 것이다...
228,스탠리큐브릭이 제작을 맡았지만
229,할리조엘오스먼드 연기..그냥 눈물 남..
230,주드로의 연기가 로봇 그 자체였다면 데이빗은 인간을 연기하는 감정을가진 로봇 그 자체
231,진짜 다시는 보고 싶지 않은 영화야...너무 마음 아파서
232,볼때마다 아이가 2000년이 흐른뒤 엄마와의 하룻밤 장면은 너무나 여운을남깁니다..제나이 30살 남자인데도 눈물이나네요..정말 대단합니다
233,요즘엔 진짜 말그대로 감동없는 상업영화가 판을 치는거 같은데 예전 작품 보면 진짜 소소하게나마 감동이 있음. 요즘은 그저 배우외모보고 보는거 같고 감정은 메말라가는거 같음.
234,보는중간끝나고난뒤머리아플정도로움ㅜㅜ
235,내인생 최고의 영화이다. 정말 다보고 감탄부터 나오더라
236,스티븐스필버그는 최고의 감독임을 다시 한번 알게 한 영화
237,와... 짱임ㅜㅜㅜ♥
238,평범한 일상의 행복을 느끼게 해주는 영화!
239,미래 피노키오 이야기~강추~~
240,21번째 볼때까지 재밋던영화..
241,이런게 여운이 남는 영화라고 하는거지. 기생충같은 영화보고 여운이 남는다고 하는 사람들 이해가 안간다.
242,평점 잘 안남기는데 좀 남겨야겠다.... 영화 보고 운 적은 있지만 이렇게 대성통곡한 적은 처음이다. 한국영화들이 좀 보고 본받았으면 좋겠다. 신파는 이렇게 만드는거다ㅠㅠ
243,보통의 영화란 시간이 지날수록 뒤떨어지기 마련인데
244,인간의 무책임~사랑을 갈구하는 순수한 아이 같은로봇  동화처럼 끝났지만 너무 슬펐어요?어떻게 저런 시니리오를 썼는지 찡~~합니다♡
245,인간의 끝없는 욕심으로 인해 고통받는 데이비드를 비롯한 모든 로봇들이 너무 안쓰러웠다...
246,스필버그에게 찬사를.
247,신의 존재 같은건 믿지 않았는데 이 영화를 보고 난 뒤 내 손을 쥐었다 펴며.. 이렇게 말했습니다.참... 잘 만들었다
248,정말 감정표현이 섬세하다. 영화속 인물의 감정이 서서히 와 닿는다. 그래서 안 울려야 안 울 수가 없다...
249,스필버그 감독의 천재성에 카타르시스를 느꼈습니다.
250,이 영화는 마지막 엔딩 크래딧 까지 다 보게되는 영화다.  잠깐 환상세계에 있는거같은 .. 그런 영화
251,다시 봐도 가슴이 뭉클하네요..ㅠㅠ
252,아름답고도 슬픈 SF 동화
253,스필버그 이야기는 뻔하다. 그렇지만 그 뻔한 스토리를 이토록 재밌고 감동적이고 아름답게 만들 사람은 스필버그 밖에 없다
254,매번 볼 때마다 마음이 아리고 결국엔 오열하고 마는... 우리의 삶과 가족과 엄마의  사랑을 생각하게한다 너무나 소중한 내 삶과 가족들을... 시간이 너무 없다는 생각이 든다.
