,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,»óÀ§ 1%¸¸ÀÇ ¼¼»óÀÌ ´Ú¿À°í ÀÖÀ½À» ...ÀÌ¹Ì ¿Í ÀÖÀ»Áöµµ..¼³±¹¿­Â÷,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,¼ÖÁ÷È÷ Àç¹Ì¸¸ ÀÖ±¸¸¸ ÆòÁ¡ ¿ÖÀÌ¸® ¾ÈÁÁÀ½?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,µð½ºÆ®¸¯Æ®9°ú ºñ½ÁÇÏ´ÙÇß´õ´Ï °¨µ¶ÀÌ °°³×¿ä..ºñÀåÇÑÀ½¾Çµµ ÁÁ°í µ·¾Æ±õÁö ¾ÊÀº ¿µÈ­!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,10Á¡±îÁö´Â ¾Æ´ÏÁö¸¸ ÀÌ·¸°Ô ³·À» Á¤µµ´Â ¾Æ´Ñµ¥...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Àç¹Õ¾úÀ½.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,À½ ÁøÂ¥ Â¯ÀÌ´Ù !!³Ñ Àç¹ÕÀ½!¼îÅ·ÇÏ°í ÀÜÀÎÇÏ¸é¼­¾×¼Çµµ±ÂÀÌ°í ±ä¹Ú°¨³ÑÄ¡³×±â´ëÀÌ»ó ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Å©·ç°Å·Î ³ª¿Â ³à¼® ¶«¿¡ Á¡¼ö ³ô°Ô ÁÜ. ³ª¸§´ë·Î Àç¹Õ¾úÀ½. µð½ºÆ®¸¯Æ®9 °°Àº Áö±¸ ºÐÀ§±â. °°Àº µ¥¼­ ¸Ç³¯ Âï³ªº½.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Àç¹Ìµµ ÀÖ¾úÁö¸¸ ´ã°íÀÖ´Â ¸Þ¼¼Áö°¡ °è¼Ó ¶°¿Ã¶ú´ø ¿µÈ­¿´³×¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Àç¹Õ³× µð½ºÆ®¸¯Æ®9 ¸¸Å­Àº ¾Æ´Ï±äÇÏ´Ù¸¸,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,ÆòÁ¡ ¿ÖÀÌ¸® ³·ÀºÁö ¸ð¸£°ÚÀ½...ÀÌÁ¤µµ¸é À£¸ÞÀÌµå SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,»ý°¢º¸´Ù ÆòÁ¡ÀÌ ³·Àº°Å °°³×¿ä ; ÀÌ·±¿µÈ­¿¡ ÀÌ·±ÆòÁ¡ ¾ÈµÉ°Å °°¾Ö¼­ º°Á¡¿Ã¸³´Ï´Ù Àç¹ÔÀ½bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Àç¹Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,¿ÖÀç¹Ì¾ø´Ù°íÇÏÁö ÀëÀÖ´Âµ¥ ¾×¼Ç°ú ³»¿ë¸ðµÎ ÁÁ¾Æ¿ä ²Àº¸¼¼¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,°í¤Á¤¤Ãá,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,¼ÖÁ÷È÷ ¸¸Á·ÇßÀ½. ³»°¡ À¯Ä¡ÇÑ°ÇÁö. ¿ì¿Í¿ì¿Í ÇÏ¸é¼­ º½. ¶ÇÇÑ¹ø º¸°í½ÍÀ½,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,¹Ì±¹ÀÇ·á½ÇÅ×¸¦ ºø´í°Å¶ó´Âµ¥ ½ºÅä¸®µµ ±×·¸°ÔÈå¸£´Â°Ô ¸Â´Â°Í°°¾Æ¿ä Á¶µðÆ÷½ºÅÍ°¡ ÈÅ°£°Ô ¾Æ½±±äÇÏÁö¸¸ ÀÌ·±¿µÈ­¸¸µå´Â°Ô ´ë´ÜÇÔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,·¹¹Ì ÀÌÈÄ  ÀëÀÖ´Â ¿µÈ­ÁøÂ¥  ÀëÀÖ°Ô  ºÃ¾î¿äº°±â´ë¸¦ ¾ÈÇÏ°í  ºÁ¼­  ±×·±Áö,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,³»°¡ ÁÁ¾ÆÇÏ´Â µð½ºÆ®¸¯Æ®9°¨µ¶ÀÇ ÀÛÇ° ºñ·Ï ÀüÀÛº¸´Ü ´úÇßÁö¸¸ ÃæºÐÈ÷ Áñ°Å¿î½Ã°£ÀÌ¾ú´Ù. ±×¸®°í µð½ºÆ®¸¯Æ®ÀÇ ÁÖÀÎ°ø ¹è¿ì°¡ ÀüÇô´Ù¸¥ ÀÌ¹ÌÁö·Î ³ª¿Í Àç¹Õ¾ú´Ù.  ÆòÁ¡Àº ´Ù¼Ò³ô°Ô ÁÜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,"¼³±¹¿­Â÷º¸´Ù ÀëÀÖ°Ô ºÃ½À´Ï´Ù. ""´ç½Å ¿¤¸®½Ã¿ò¿¡¼­ ÆíÇÏ°Ô »ì°í ÀÖÁö ¾Ê´Â°¡?""¿¡ ´ëÇÑ Áú¹®ÀÌ Á¦ ¸Ó¸® ¼Ó¿¡ ³²´õ±º¿ä. º¼°Å¸® ¸¹°í ¸Þ¼¼Áöµµ ÁÁ¾Æ¿ä.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,¹«ÇÑµµÀü ÀÀ¿ø´Ü ÀÌ¸§ °ø¸ð ???¤»¤»¤»¤» ¿ä»õ  Èú¸µ¿Â¶óÀÎ  ´ë¼¼ÀÎµ¥ Èú¸µ¹Û¿¡ »ý°¢¾È³ª ..¤»¤»  Èú¸µ¿Â¶óÀÎ ÇÕ½ÃµÂ~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,¿ÃÇØ º» ¿µÈ­Áß ´Ü¿¬ ÃÖ°íÀÔ´Ï´Ù.. ¼³±¹°ú ¼³Á¤Àº ºñ½ÁÇÏÁö¸¸ ½ºÅä¸® Àü°³/½ºÄÉÀÏ/¿¬±â·Â µî ºñ±³ºÒ°¡...°­ÃßÇÕ´Ï´Ù..µî±ÞÀÇ ÀÌÀ¯·Î °ü°´¼ö´Â Á¦ÇÑÀûÀÌ°ÚÁö¸¸ Â¯ÀÔ´Ï´Ù...»ý°¢µµ ÇÏ°Ô ¸¸µå´Â ÁÁÀº ¿µÈ­ÀÔ´Ï´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,¿µÈ­´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,¹Ì·¡ ¿ìÁÖ½Ã´ë¿¡µµ µ¥ÀÌÅÍÀü¼ÛÀº ¹«¼±ÀÌ ¾Æ´Ñ À¯¼±. ¼ÒÀç¸ç ¹è°æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,µð½ºÆ®¸¯Æ®9 ÀÇ ±â¹ßÇÔ°ú °¨Á¤ÀÌÀÔÀº ¾îµð·Î?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,SFÀÎµ¥ ¾öÃ» ¸®¾óÇÏ°í ¸ôÀÔµµ°¡ Â¿À½. µð½ºÆ®¸¯½ºÆ®9¿¡¼­´Â Çã¹«ÁÖÀÇ¶ó¸é.. ÀÌ°Ç ±Ç¼±Â¡¾Ç °°Àº »·ÇÑ ½ºÅä¸®¶óÀÎÀÌ ÀÖ±ä ÇÔ.. ±×¸®°í ½ß¶×¸ÂÀº ¿Ö»öÀÇ º¢²É ¹èÄ¡´Â ¸ôÀÔµµ¸¦ ¶³¾î¶ß¸².,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Ä«¸Þ¶ó ±â¹ýµµ ¸¾¿¡µé°í.. ±¦Âú¾Æ¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,°¨µ¶ Æ¯À¯ÀÇ ÀÎ°£ »ýÁ¸¿å±¸¸¦ Àß ´ã¾Æ³»¾ú´Ù sfÀû¿ä¼Ò´Â º¸³Ê½º°°Àº °Í,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,¿µÈ­°ü °¡¸é Á¹°Å³ª ÀÚ´Âµ¥ ¿¤¸®½Ã¿ò  º¸¸é¼­ ´«ÀÌ ¸»¶Ë¸»¶Ë¿ä.ÀÌ¾ß±â°¡ ³Ñ Â¥ÀÓ»õÀÖ°Ô À¯¿¬ÇÏ°Ô ¸¸µé¾î ÁÖ¼Å¼­ °¨»ç °­Ãß ¿µÈ­ ´ë¹Ú³ª¼¼¿ä ¸Æ½º 2Åº¿¡ »ì¾Æ¼­ µ¹¾Æ¿À°ÚÁÒ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,ÃÖ°í,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,¸Ë µ¥ÀÌ¸Õ!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,±ØÁß Å©·ç°Å¿Í ´àÀº ¿µÈ­. ±×ÀÇ Àåºñ»¡Ã³·³ ¸¶Ä¡ °ÔÀÓÀ» ¿¬»ó½ÃÅ°´Â ¿ÜÀûÀÎ ºñÁÖ¾ó°ú Çö½ÇÀûÀÎ ´À³¦ÀÇ µðÅ×ÀÏÀû ¿Ï¼ºµµ´Â ¾ÆÁÖ ¸ÚÁöÁö¸¸ Á¤ÀÛ ¸ö¶×¾Æ¸®. ³»·¯Æ¼ºê ÀÚÃ¼°¡ ºó¾àÇÏ´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,ÀÎ·ùÀÇ Æòµî°ú ÀÎ±ÇÀ» À§ÇØ ¸ñ¼ûÀ» ¹ÙÄ£ ¸Æ½º¿¡°Ô °æÀÇ¸¦ Ç¥ÇÑ´Ù...¸Ë µ¥ÀÌ¸Õ ¿µÈ­ÀÇ ±âÀú¿¡´Â ºÒÆòµî°ú ºÒÀÇ¿¡ ´ëÇÑ ÀúÇ×ÀÇ½ÄÀÌ ÀÖ´Ù..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,ÃÊ¹Ý¿¡´Â ¸ôÀÔ°¨ÀÌ Á» ÀÖ¾ú´Âµ¥ ±¸¼ºÀÌ Àü¹ÝÀûÀ¸·Î ¾û¼ºÇÏ°í ³»¿ëÀ» ÁúÁú ²ô´Â°Å °°¾Æ¼­ ³Ñ±â¸é¼­ º¸°Ô µÊ (¿ÓÃ­)±ØÀå¿¡¼­ ”fÀ¸¸é ¾îÂ÷ÇÇ °á¸»ÀÌ¾ß »·ÇÏ´Ï±î Áß°£¿¡ ³ª°¬À» µí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Àß ¸¸µç ¿µÈ­ÀÎµ¥ ¤Ð¤Ð ¿¤¸®½Ã¿ò³»¿¡ °æÂûÀÌ³ª ±ººÎ´ë º´·ÂÀÌ 5¸í Á¤µµ ¹Û¿¡ ¾ÈµÇ³ª ¤Ð¤Ð Á»´õ ½ºÄÉÀÏÀÌ ÄÇÀ¸¸é ¹Ì·¡Áö¸¸ ¸®¾óÇßÀ»ÅÙµ¥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,¶á±Ý »ç¹«¶óÀÌ¸¦ ¿¬»ó½ÃÅ°´Â Ä®ºÎ¸²°ú ¹è°æ¿¡ ¾î¿ï¸®Áöµµ ¾Ê´Â º¢²ÉÀÙÀÌ ÈÖ³¯¸®´ø ÃÖÈÄÀÇ ÀüÅõ½ÅÀº ¿µÈ­ ÁßÈÄ¹ÝºÎÅÍ ½ºÅä¸® ¼ö½ÀÀ» Æ÷±âÇÑ ¾Æ¸¶Ãß¾î °¨µ¶ÀÇ  ¸Å´Ï¾ÆÀû ¿µÈ­ ±× ÀÌ»ó ÀÌÇÏµµ ¾Æ´Ï¾ú´Ù.. ±×³ª¸¶ ¸Ëµ¥ÀÌ¸ÕÀÇ Çå½ÅÀû...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,ÀÌ¹Ì ÃÖ°íÀÇ ±â¼úÀ» °¡Áø ÀÎ·ù°¡ ¿©ÀüÈ÷ °èÃþÀÌ ³ª´²Áø´Ù´Â°Ô »ó»óÀÌ ¾Æ´Ò°Å °°´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,ÀßÂ¥¿©Áø °¢º»¿¡ ¼¼°èÁ¦ÀÏÀÇ ¹è¿ì Á¶µðÆ÷½ºÅÍ ¸Ëµ¥ÀÌ¸Õ  ´Ù¸¸ ¿¤¸®½Ã¿ò Çà¼º¿¡ ´ëÇØ Á»´õ ±íÀÌ ÀÖ°Ô º¸¿©ÁáÀ¸¸é Çß´ø ¾Æ½¬¿òÀÌ ³²´Â´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Á¦ÀÛºñ°¡ ¾Æ±õ´Ù. ¼³Á¤¿¡ ¸ð¼øÀÌ ³Ê¹« ¸¹¾Æ ¸ô¾ÐÇÏ±â Èûµé°í Àü°³ÀÇ °³¿¬¼ºÀº ¿·Áý °³³ª Áà¹ö¸°¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,¸Þ¼¼Áö´Â ÁÁÁö¸¸ ¿µÈ­¿¡ Àü°³³ª ¼³Á¤Àº ¹º°¡ ¸¶´Ï ºÎÁ·ÇÏ´Ù~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Á¤¸» Á¹ÀÛÀÌ³×... ÀÌ·± ¾ÆÀÌÅÛÀ» ÀÌÁ¤µµ·Î¹Û¿¡ ¸ø¸¸µå³ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,±â´ë ¸¹ÀÌ ÇÑ ¿µÈ¯µ¥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,¸»µµ ¾ÈµÇ´Â ¾î°ÅÁö ¼³Á¤ÀÇ ÀÌ ¿µÈ­°¡ ÇöÀç ¹Ì±¹ÀÌ Ã³ÇÑ ¸ð¼øÀÌ¶ó´Â ¾ÆÀÌ·¯´ÏÄÃÇÑ »óÈ²¼Ó¿¡ ÇÇ¾î³ª´Â ºí·¢ÄÚ¹Ìµð. SF ¸¦ ±â´ëÇÏ¸ç º¸¸é º° Àç¹Ì¾øÀ½. ¹Ì±¹ÀÇ ÀÇ·áÁ¦µµ¿Í ÀÌ¹ÎÀÚ ¹®Á¦¿¡ °ü½ÉÀÌ ¾ø´Â ¿ì¸®³ª¶ó »ç¶÷ÀÌ º¼¶§´Â ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,±¹³» ¾Ë¹ÙµéÂ¼³». ¿ùµå¿ö ¾ÆÀÌ¾ð¸Ç ¸Ç¿ÀºêÈ÷¾î·ÎÁî ½ºÅ¸Æ®·¢ 13³â ÀüÃ¼ ¿µÈ­ÅëÆ²¾î ÃÖ°íÀÇ ¿µÈ­´Ù. (¼³±¹¿µÈ­´Â ¿©±â ¶óÀÎ¿¡³¢Áöµµ¸øÇÏ°í),,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,³ªÀÇ ¸Ë µ¥ÀÌ¸Õ ¿ª½Ã ½Ç¸Á½ÃÅ°Áö¾Ê¾Ó~¸¶Áö¸·¿¡  ³ª¸¸ ´«¹°Âñ²û Èê·È³ª¤Ð,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,¸äµ¥ÀÌ¸ÕÀÌ ±â´ë¸¦ Á®¹ö¸®Áö ¾ÊÀº ±¦ÂúÀº ¿µÈ­¿´À½,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,½ºÅä¸®µµ ±¦Âú°í ¾×¼Çµµ ±¦ÂúÀºµ¥ ¹º°¡ ÇÑ 10ÇÁ·Î ºÎÁ·ÇÑ µí¤¾¤¾¤¾,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,ÆòÁ¡1Á¡ ÁÖ´Â »ç¶÷µéÀº ¾Ë¹Ù¶ó°í º¼ ¼ö ¹Û¿¡ ¾ø´Ù. ¼³±¹¿­Â÷º¸´Ù 100¹è´Â ³ªÀº ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,±â´ë¸¦ ¾ÈÇÏ°í °¡¼­ ÀÎÁö Àü ÀëÀÖ°Ô ºÃ¾î¿ä~!!!  ÀÇ·á±â±â Á¤¸» ºÎ·´´õ±º¿ä~!!!^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,7Á¡´ë´Â ¾Æ´Ï¿¹¿ä! 8Á¡´ë ÀÌ»óÀÌ¿¹¿ä!!! ¿µÈ­¸Å¿ì ÀßºÃ¾î¿ä!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,ÀÌ ¿µÈ­°¡ 7Á¡´ë¶ó´Â°Ç.. ¸»µµ ¾ÈµÊ..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,ÀüÇô ÀÌÁú°¨¾ø°í ³Ê¹« ¸®¾óÇÏ´Ù.. Á¦ÀÛÁøÀÌ ¸ÞÄ«´ÐÂÊ¿¡ ´Ü¿¬ ¶Ù¾î³².. Æò»ý¼ÒÀå¿ë ¿µÈ­. ÆÛ½ÃÇÈ¸²º¸´Ù ÀÌ°Ô ³´´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,¼ÖÁ÷È÷ ÀÌ°Å ¾öÃ»³­ ¿µÈ­´Ù ³×ÀÌ¹ö¾Ë¹ÙµéÁøÀÚ¹ÌÄ©³ª ¼³±¹¿­Â÷º¸°íÁ»´õ¹è¿ö¾ßÇÑ´Ù.. ÀÌ°ÅÁ¤¸»Àë¼­¿ä ¸íÀÛÀÎµí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,º° ÇÏ³ª ÁØ »ç¶÷µéÀº ÇÑ±¹¿µÈ­ ¾Ë¹Ù»ýµé..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,¿ÏÀü ÀëÀÖÀ½ ³Ê¹« È¹±âÀûÀÌ°í ½Å±âÇÔ ³Ê¹« ÀëÀÖ°Ô ºÃÀ½,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Ã·ºÎÅÍ ³¡±îÁö Áö·çÇÑÀû¾ø°í ³­ Àç¹Õ°Ôº½,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,2013³â ÅëÆ²¾î ÃÖ°íÀÇ ¿µÈ­.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Àç¹Õ´ç ¤Ð¤Ð,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,¼ÖÁ÷È÷ 10Á¡Â¥¸° ¾Æ´Ï¶óµµ 8~9Á¡Àº ¹«³­ÇÏ´Ù. ½ºÆÄÀÌµµ ¿µÈ­ÀÎµ¥ ¿¤¸®½Ã¿òÀº ¸íÀÛÀÌ´Ù...¿Í...ÁøÂ¥ . ¼³±¹¿­Â÷´Â ¸Þ½ÃÁö¶óµµ ÀÖÁö...¿ÀÀü¿¡ ½ºÆÄÀÌ º¸°í ¿ÀÈÄ¿¡ ¿¤¸®½Ã¿ò ºÁ¼­ÀÎÁö ÆòÁ¡ 1000Á¡Àº ÁÖ°í½Í´Ù...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,½É¾ß·Î ºÃ½À´Ï´Ù. º¸Åë Àß ½Ã°£¿¡ ºÁ¼­  Á¹Áö ¾ÊÀ»±î Çß´Âµ¥ ¿ÏÀü Èï¹Ì·Î¿ö¼­ ÁýÁßÇØ¼­ ºÃ³×¿ä.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,ÁøÂ¥ º¸´Â³»³» ±äÀå°¨°ú Àý¹ÚÇÔ À» ±×´ë·Î ´À³¥¼öÀÖ¾ú´Ù ..±Ùµ¥¿ÖÆòÁ¡ÀÌÀÌµû±¸Áö ?  ¼³±¹Àº ÀÌ°Å¿¡ºñÇÏ¸é ¾²2·¹±â¾Æ´Ñ°¡ ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,¤·¿ª½¬ !  ÃÖ°í¿¡ ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Á¤¸»·Î µð½ºÆ®¸¯Æ®9 ¿µÈ­ °¨µ¶ÀÌ ¸Â´Â°Ç°¡ ½ÍÀ»Á¤µµ·Î Á¶ÀâÇÑ¿¬ÃâÀÌ¿´´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,¼³±¹¿­Â÷¿Í  ºñ½ÁÇÑ  ³»¿ë....°¡Áø  ÀÚµéÀÇ  Ãµ±¹¿¡  ´ëÇÏ¿©   °°ÀÌÁ»  ¸Ô°í»ìÀÚ...¶ó°í  ¼Ò¸®Áö¸£´Â  ¿µÈ­....Çåµ¥  ÀÌ¿µÈ­°¡ ¿Ö  Ã»¼Ò³âºÒ°¡µî±ÞÀÌÁã??  ¿µµçÀ§°¡  ¹ÝÆíÀÎ°¡?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,´ë¹Ú..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,¿Ø¸¸ÇÏ¸é ¿µÈ­º¸°í ÀëÀÖ´Ù°í ¾ê±â¾ÈÇÏ´Âµ¥ ÀÌ·¸°Ô ÀëÀÖ´Â ¿µÈ­´Â ¾Æ¹ÙÅ¸ ÀÌÈÄ Ã³À½ÀÓ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,º¸´Â ³»³» ¸ôÀÔ! ±äÀå°¨ ³ÑÄ¡´Â ½ºÅä¸® Àü°³¿Í ¾×¼Ç ±×¸®°í ¸¶Áö¸·¿£  °¨µ¿±îÁö.. µð½ºÆ®¸¯Æ® ³ªÀÎÀÇ ÃµÀç °¨µ¶ ´ä´Ù! ¸ä µ¥ÀÌ¸Õ°ú  Á¶µðÆ÷½ºÅÍÀÇ ¸ÚÁø ¿­¿¬µµ ¶ÇÇÏ³ªÀÇ º¼°Å¸®!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Àú¿ª½Ã ÆòÁ¡ ³·Àº ÀÌÀ¯ ÀÌÇØ¾È°¡¿ä.. µð½ºÆ®¸¯Æ® 9¸¸Å­ÀÌ³ª Àç¹Õ´øµ¥.. ½Ã°£°¡´ÂÁÙ ¸ð¸£°í ºÃ½À´Ï´Ù.. ´©±¸¸»´ë·Î ±âÂ÷¿µÈ­º¸´Ù ³ªÀºµí..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,Àß¸¸µé¾ú³×  ¸Ëµ¥ÀÌ¸ÕÇüÀÌ ³ª¿ÔÀ¸´Ï ºÁÁà¾ßÁö . µµ´ëÃ¼ ¿Ö 19±ÝÀÎ°Å³Ä??? ¾Æ½±Áö¸¸ Àû´çÈ÷ ºÁÁÙ¸¸ÇÑ ¾×¼ÇÀ» °¡ÀåÇÑ µå¶ó¸¶,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,¿ÃÇØ´ëÀÛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,ÃÖ±Ù °³ºÀµÈ ¿µÈ­Áß¿¡ Á¦ÀÏ ±¦Âù¤»,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,³Ê¹« ÀëÀÖ°Ô ºÃ´Âµ¥.. °¢ÀÚ ÃëÇâÀÌ ´Ù¸£´Ï~~~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,¿ª½Ã ±â´ë¸¸Å­ Àç¹Õ¾ú´Ù. ÀÌ·± ¿µÈ­ Á» ¸¹ÀÌ ³ª¿ÔÀ¸¸é...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,°¨µ¶¸¸À¸·Îµµ º° ´Ù¼¸°³ .,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,´ëÃ¼ ÀÌ¿µÈ­°¡ ¿Ö 7Á¡ÃÊ¹Ý´ëÀÇ¿µÈ­¶ó´Â°ÇÁö ÀÌÇØÇÒ¼ö ¾ø´Ù ¾Ö´Ï¸ÞÀÌ¼ÇÀ» Á¦¿ÜÇÑ ¸ðµç °³ºÀÀÛÀ» º¸´Â »ç¶÷À¸·Î¼­ ¿ÃÇØ°³ºÀÇÑ ¿ÜÈ­Áß °ÅÀÇ ¼Õ²ÅÈ÷´Â ¼öÀÛ!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,ºí·¹ÀÌµå ·±³Ê¸¦ ½ÃÀÛÀ¸·Î ³»°¡ SF¸¦ ÁÁ¾ÆÇÏ´Â °Ç ÀÌ·± °¨µ¶µéÀÌ ÀÌ·±¿µÈ­¸¦ ¸¸µé¾îÁÖ±â ¶§¹®ÀÌ´Ù .±×¸®°í ¾ÕÀ¸·Îµµ ÀÌ·±¿µÈ­¸¦,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,º¼¸¸ÇÔ  Å³¸µÅ¸ÀÓ¿ë,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,¿µÈ­»ó¿¡¼­ ¸äµ¥ÀÌ¸ÕÀÌ ÀÎ°£ÀûÀÌ¸é¼­ ¤¸¤¤ ºÒ½ÖÇØ¼­ ´«¹°ÀÌ ³ª·ÁÇß´Ù. ¹èÆ®¸Ç°°Àº ¿ªÇÒÀÎ ¸Æ½º ÃÖ°íÀÇ ¿¬±â¿´´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,¹Ì·¡»çÈ¸ Çö½Ç sf ¾×¼Ç »ý°¢À» ÇÒ ¼ö ÀÖ´Â ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,ÀüÀÛÀÇ À§¾öÀ» ³ÑÁö ¸øÇÑ ¾Æ½¬¿î ¼öÀÛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,»çÈ¸½Ã½ºÅÛÀÌ À¯ÁöµÇ±â À§ÇØ º¹Áö°¡ ¾ó¸¶³ª Áß¿ä ÇÑ°¡¸¦ º¸¿©ÁÖ´Â º»°Ý ÀÇ·á¹Î¿µÈ­¹Ý´ë ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,ÇÏµÎÆòÁ¡ÀÌ¾ÈÁÁ±æ·¡±â´ë¸¦¾ÈÇØ¼­±×·±°¡? Àü¾ÆÁÖÀëÀÖ°ÔºÃ´ä´Ï´Ù ÀÌ°¨µ¶¸¸ÀÇ¸Å·ÂÀÌ»ìÂ¦¶Çµé¾î°¡ÀÖ³×¿ä¤¾ »ìÂ¦Â¡±×·´°í¿ô±ä´À³¦ÀÇ±×·±¤» ¾ÏÆ°±¦Âú¾Ò¾î¿ä¤¾,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,¾ÕÀº ºó¹Î°¡ ½ºÅ¸¿öÁî ´À³¦,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,ÁÖÀÎ°øÀÌ  Á×´Â ¿µÈ­´Â Ã³À½ º¾´Ï´Ù.¸¶Áö¸·¿¡ ´«¹° ÂÉ±Ý Èê¸² .......,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Àß¸¸µç ¿µÈ­  Ä¡·á±â°è°¡ °³¹ßµÇ¾î¼­ ³ª¿ÔÀ¸¸é ÇÏ°í...¾îµð¼­³ª ºóºÎÀÇ °ÝÂ÷´Â ½ÉÇÏ°í Èñ»ýÀÌ ¾ðÁ¦³ª ÇÊ¿äÇÏ°í... ¤Ì¤Ì,,,,,,,,,,,,,,,,,,,,,,,,,,,,
