,Word
143,에이리언분량 리 언 분량 10 10분정고밖 분 정고 밖 안됨 
144,부분 부분뻬 뻬 패 패리스 리스 암 전 전염 염 
145,우려 문 안 선장 데이 데이빗 빗 괴물 거 동료 
146,뒈지고 뻔 반전 마지막 상황 이것 에어리 에어리언 언 시리즈 
147,일말 기대 호기심 데이 데이빗 빗 떡밥 프로메테우스 결국 아무것 
148,증 122 122분동안 분 동안 예고편 느낌 순수 백 로 
149,구성 항해 항해단 단 목숨 2000 2000명 명 프로 프로메테우스 
150,메 테 우스 세계관 도로 에이 에이리언5 리 언 5 
151,여 시 리 리스 리스콧 콧 이것 15 15세관람 세 
152,관람 잔인 스토리 길가 거 소름 1 1편 편 떡밥 
153,불친절 해소 마니아 만족 하나 대중성 개척 목적 우주선 인물 
154,1 1명1명 명 경쟁률 몇 십만 십만대1 대 십 몇백조 
155,백 조 터 녕 보통 보통수준 수준 저능아 만 탓 
156,말 리 리스 리스콧 콧 음 영화관 욕 정도 수준 
157,지능 사람 우주 우주개척 개척 임무 임무을 을 버섯 코 
158,탐사 담배 나 원 모 출혈 얼굴 에어리 에어리언 언 
159,끝 진짜 개 개노답 노 답 1 1편 편 전형적 
160,리웃 시리즈 시리즈물 물 창조주 프로메테우스 개소리 결국 회로 지가 
161,생명체 창조 에일 에일리언 리 언 내용 설 설정상 정상 
162,점 개연성 소재 회수 허무 끝 시 시갘 갘 저 
163,2114 2114년 년 무기 총 뿐 여 게다 보호구 신이 
164,로봇 감독 바 돌방 돌방상황 상황 대응 매뉴얼 통신 시 
165,횡설수설 상황전달 전달 라 미지 개체 접촉 마라 조준 사격 
166,완전 쓰레기 영화 스콧 노망 앞 앞뒤 뒤 상식 읍 
167,노 노잼 잼 기대 프로메테우스 떡밥 어디 이야기 지속 말 
168,잔인 진짜 내용 재미 영화 덕 덕덕 인간 선물 독 
169,평론가 사람 ㅋ 개 개노잼 노 잼 영화 도중 처음 
170,듯 머 때 개 개허무 허무 남자 남자배우 배우 다임 
171,다임시고니위버 시 고니위버 에이 에이리언 리 언 실망 프로메테우스 프로 
172,프로메테우스 메 테 우스 스토리 거리 책임자 마누라 설정 짱 
173,짱남 남 시리즈 시리즈중 중 최악 주면 거부 정도 인물 
174,공감 대상 한명 싸이코 싸이코패스 패스 승리자 유영 유영철 철 
175,연쇄 연쇄살인마가 살인 마가 주인공 검거 능력 경찰 모두 유 
176,영철 농락 프로메테우스 떡밥 인조 인조인간 인간 싸이코 드라마 완전 
177,예상 가능 반전 스토리 만들기 에어리 에어리언 언 시리즈 전체 
178,중 걸 영화 만듬 영화 보통 엔지니어 내용 구체적 병균 
179,병균투하 투하 떡밥 마무리 전 전편 편 여주 뭐 프로 
180,프로메테우스 메 테 우스 기대 가면 대 대실망 실망 거 
181,처음 일리 일리언 언 프리 전 전편 편 결말 결말허무 
182,허무 반전 뻔 별 이것 15 15세임 세 임 노출 
183,잔인 최악 기대 실망 에이 에이리언 리 언 전편 시리즈 
184,8 8점대 점 대 과대평가 거 닥터 쇼 막장 드라마 
185,출연자 빼버 빼버림 림 커버넌트 프로메테우스 평점 말 이야기 이야기임 
186,임 심형래 심형래감독 감독 용가리 1 1점 점 처음 행성 
187,복장 장비 전문가 비명 인지 단순 구분 정 정도로 도로 
188,수준 수준미달수준 미달 설정 영화 영화제작 제작 우주 우주관련 관련 
189,데이 데이빗땜 빗 땜 트라 트라우마 우마 듯 시 시고니위버의 
190,고니 위 버의 1 가기 무리 카 론 2 2탄도 
191,탄도 무리임 임 프로 프로메테우스 메 테 우스 재미 5 
192,5프로 시리즈 아쉬움 엘리자베스 엘리자베스쇼 쇼 야 ㅠ 데이 데이빗 
193,빗 거 스콧 스콧영감님 영감님 이젠 쉬 쉬세요 세요 보일러 
194,투표 관람 인증 이거 아침 이것 평점 8 8점대지 점 
195,대지 3 3점정도 정도 생각 지금 지금가지 가지 영화관 것중 
196,중 잔인 철학적 내용 느낌 액션 액션씬 씬 일리 일리언 
197,언 5 5마리 마리 오또 오또케 우주선 하나 저 전 
198,전우조 우조 라 영화 영화보고 보고 평점 거 엔지니어 별 
199,무혈 입성 시나리오 이상 확인 비행체 난입 중간 격추 7 
200,7광구 광구 미국 미국판 판 리 스콧 개 개망작 망 
201,작 줄 이건 뭐 히 스포일러 영화 후반 데이 데이빗 
202,빗 월 체 반전 ㅅ ㅅㅂ ㅂ 발 거 ㅄ같 
203,아 케이블 봄 영화 교훈 전 전우조 우조 라 기대 
204,전작 재미 에어리 에어리언 언 1 1편 편 오 오마주임 
205,마 주임 에어리 에어리언 언 시리즈 시리즈중 중 최악 엘리자베스 
206,쇼 박사 창조주 인간 창조 이유 ㅅ ㅅㅂ ㅂ 밤 
207,나 글 내 주변 관객 사람 자리 불편 잠 7 
208,7점이상 점 이상 백 백프로 프로 알바 알바새끼 새끼 알바평점 
209,평점 데이 데이빗 빗 이 ㅎ ㅎㄷㄷ ㄷ 등장인물 개성 
210,감정 입이 안 실망 다음 다음시리즈 시리즈 예정 하다 기대 
211,애초 미지 행성 우주복 처 말 증말 뭐 감염됬는지 기본 
212,기본적인 적인 격리 조치 나 라 함선 함선내 내 개념 
213,총질 데이 데이빗 빗 여주 어디 애 호 호빵녀 빵 
214,녀 거 목 목소리 소리 정 엉망 떡밥 회수 안 
215,잔인 8 8점 점 이상 사람 80 80프로 프로 알바 
216,듯 듯후반부 후반 부 반전 반전장치보고 장치 보고 어이 메테우스 
217,떡밥 페스 페스벤더 벤더 공중 똥물 변기통 똥 일리 일리언 
218,언 시리즈 프로 프로메테우스 메 테 우스 연결 맘 나 
219,내용 초반 사람 영화 일리 일리언 언 영광 재 재밋 
220,밋 기대 별거 가루 의아 프로메테우스 흥행 흥행실패때문 실패 때문 
221,전체적 잼 프로메테우스 10 10년후 년 후 미래 등장인물 행동 
222,미개 실망 상황 느낌 다음 다음편 편 가기 위 쓸데 
223,예고편 액션 개발 개발암 암 초반 칼 칼잡고 잡고 에이 
224,에이리언 리 언 저항 여자 옆 총 저 슬러그 장 
225,장전 전 샷 샷건 건 7 7발 발 정조준 1 
226,1발 발 영화 연출 구성 전부 생각 수록 감염 감염계기 
227,계기 어이 미지 미지탐험대 탐험대 프로메테우스 방호복 탐험 꼴 생물 
228,생물전문가 전문가 사람 무 평점 마세 최악 영화 에어리 에어리언 
229,언 중 아무것 기대 기분 누구 예언자 수 영화 갓 
230,갓띵작 띵작 등급 등급판정 판정 오류 15 15세 세 의문 
231,시간 때 때우기 우기 80 80년대 년대 급 급영화 영화 
232,후편 서론 공포 망 이 감독 떡밥 영화 영화자체 자체 
233,후편 주서 이전 적 한번 영화 처음 평점 10 10점 
234,점 알바 알바생 생 고생 시간 영화 잠 승 속편 
235,스토리 거 에어리 에어리언 언 스토리 그것 공포 공포영화 영화 
236,인간 창조주 떡밥 에일 에일리언 리 언 마라 이 쓰레기 
237,영화 이거 왜케 평점 최악 영화 생각 라 영화 끝 
238,나 당황 에일 에일리언2 리언 2 시나리오 데이 데이빗 빗 
239,런 이네 옆 옆사람 사람 팝콘 전작 10 10점 점 
240,이것 뭡 니 에이 에이리언 리 언 광 광팬 팬 
241,실망 이리 이리언5 5 제작 영화 적 처음 처음임 임 
242,스릴 전개 촌 연출 전작 기원 흥미 데 데이 데이빗 
243,빗 캐릭터 반면 상황 뒷받침 예전 에이 에이리언 리 언 
244,2 기대 제임스 카 론 감독 정밀 우주 우주탐사 탐사 
245,빵 빵똥모자 똥 모자 아마존 정글 정글탐험 탐험 듯 일리 
246,일리언도 언도 허 장총 일리언 싸움 전개 졸 우주선 마이클 
247,패스 패스밴더 밴 더 연기 감동 리 리스 리스콧 콧 
248,감독 연출 전율 이것 다 머리 총 오랜만 심장 최고 
249,에이 에이리언 리 언 왓으 에이 에이리언 리 언 팬 
250,만족 듯 에이 에이리언 리 언 데이 데이빗 빗 중점 
251,영화 건 감독 역량 분 미세 미세먼지 먼지 위험 영화 
252,프로메테우스 일리 일리언1 언 1 스토리 기대감 민족 일리언 시리즈 
253,편 생각 올드 팬 실망 원 던 프로 프로메테우스 메 
254,테 우스 연결 내용 일리 일리언 언 활약 월 데이 
255,데이빗 빗 을 연기 패스 패스벤더 벤더 기억 시간 줄 
256,본건 사실 이지만 보고 후의 찜 찜찜 함 허무 수 
257,말 영화 승무원 15 15살 살 보이 보이스카우트 스카우트 걸 
258,걸스카우트 수준 자체 데이터 행성 보호 보호복도 복도 격리 지가 
259,에일 에일리언 리언 빠라 난 극장가 번 봄 흥행 예의 
260,예의상 상 웨이크 웨이크닝 닝 월 자기 입 발전 점 
261,하나 안보 데 후속 후속작 작 이정 이정도로 도로 처음 
262,만큼 재 재밌 밌 1 1편 편 때 만큼 기대감 
263,이것 평점 나 혼자 수 마인드 스토리 뻔 결말 특별 
264,눈요기 최 최악의 악의 영화 내 돈 주고 절대 봄 
265,영화 오프닝 한글 한글제목 제목 놈 누구 구작 비교 스토리 
266,영 뻔 에이 에이리언 리 언 무언가 산 오락성 전 
267,전작 작 프로메테우스 분위기 철학 스토리 그것 전반적 전 편 
268,일 무엇 때문 수 다음 기대 영화 이거 바 평점 
269,평점알바 알바 속지 속지마세 마세 진짜 조카 재미없아 헛웃음 진심 
270,병 병맛 맛 1 1편 편 개 일리 일리언 언 
271,제목 필요 꼴통 합 무엇 영 영등위 등위 일 안하 
272,프로 프로메데우스 메 데우스 에어리 에어리언도 언도 쓰레기 시나리 노 
273,노잼 잼 고요 돈 마세 후회 후회해 해 내용 창조주 
274,피조물 광기 존 존잼 잼 수위 15 15세 세 전작 
275,장면 읍 감독 경로당 쉬 쉬세요 세요 긴장감 영화 역대 
276,에이 에이리언 리 언 중 최악 최악임 임 20 20년전 
277,년 전 수도 과거 영화 면 극장 극장상영 상영 비디오 
278,영화정도임 정도 이상 네이버 평점 문제 진심 재미 감동 교훈 
279,영화 뒤 사람 표정 끝 끝마무리 마무리 어중간 것중 중 
280,돈 보기 돈주고 주고 운 운영화2위 2 위 중간 잠 
281,에이 에이리언 리 언 층 매니아 듯 1 1편 편 
282,번 이해 부분 생각 재미 커버 너 링 타임 로봇 
283,내용 듯 ㅋ ㅋ암 암 스토리 완성 항해 이해 이 
284,수 지금 영화 차원 긴장감 넘 넘침 침 재미 에일리언의 
285,기원 영화 괴물 괴물영화 필요 무엇 기대 이상 리 리 
286,스콧 감독 짱 프로 프로메테우스 메 테 우스 1 1편 
287,편 잼 옛날 마션 고인 동생 토 라도 내년 프 
288,프레데 레 데 에이 에이리언 언 영화 짜증 나지 재미 
289,이리 이리언 언 반전 프로메테우스 질문 계속 회피 2 2시간 
290,시간 여정 알바 ㅋ 기대 실망 말 괴물 움직임 거기 
291,발암 발암급 급 등장인물 ㅉㅉ 이것 산 영화 프로메테우스 후속 
292,후속작 작 하기 실망 여주인공 조연 데이 데이빗 빗 등장인물 
293,매력 짐 스토리 스릴 스펙 글 볼만 철학과 문학 3 
294,3류4류 류 4 육류 퉷 영화 마이클 패스 패스벤더 벤더 
295,의미 리들리스콧 노망 매너리즘 리들리스콧 상상력 부재 리들리스콧 한계 감동 
296,재미 논리 특수 특수효과 효과 15 15세라 세라 새 나라 
297,행성 도착 세균 바이러스 우주복 동물 무기 캠핑 프로메테우스 이것 
298,1 1편 편 프로 프로메테우스 메 테 우스 2 커버 
299,너 안 생각 3 3편 떡밥 회수 잣 거 전설 
300,시 시고니 고니 위버 리플 리플리 리 지금 에이 에이리언 
301,리 언 시리즈 중 논리적 개연성 최악 3 3류 류 
302,스릴러 스릴러물 물 실소 미지 행성 프로 프로메테우스 메 테 
303,우스 때 헬멧 감염 잔인 거 평점 평점보고 보고 바 
304,지금 8 8점대내 점 대내 프로 프로메테 메 테 다 
305,완전 잼 흠 유투브 내용 업고 일리 일리언 언 1 
306,1편 편 거 팬 5 5년 년 걸 반 반가운건 
307,가운 건 여기 글 코 인조 인조인간 인간 본격 육아 
308,육아일기 일기 81 81세 세 거장 진심 법 제작비 대체 
309,에어리 에어리언 언 초기 초기작 작 현대판 리메이크 느낌 자기도 
310,피 감염 동료 내주 내주지도 지도 문 리 스콧 연출 
311,줄 대 대실망 실망 진짜 섹스 때 런 방해 짓거리 
312,50 50년간 년 간 반복 할리우드 전개 장면 결말 어디 
313,프로메테우스 내용 기대 영화 우주 우주선 선 인공 인공지능 지능 
314,기술 정도 건 발전 하나 듯 후속 후속작 작 제작 
315,소식 이유 프로메테우스 오래됬군 쩃 이번 영화 흥미 철학과 공포 
316,엔지니어 그 지적 우월 우월체 체 잼 명화 후편 기대 
317,듯 내용 달 수 엔지니어 행성 신비 제노모프 공포 기대 
318,실망 듯 그 피조물 데이 데이빗8 빗 8 광기 창조자 
319,욕망 소름 표현 저 노모 노모프에 프에 관 스릴러 라면 
320,한번 보시 보시길 길 미술 음악 스토리 창의성 연기 여자 
321,여자주인공이 주인 공이 개인적 역 리 리스 리스콧 콧 오랜만 
322,에이 에이리언 리 언 잔인 내용 ㅈ 진행 1 1점 
323,점 지금 평점 9 9점대 점 대 오 오바임 바 
324,임 영화 뒤 충격 충격때문 때문 뒷골 15 15세 세 
325,모라 사람 평생 피 한번 안 안보고 보고 잔인 수위 
326,15위 위 능력 인간 선장 수 한국 한국사회곳곳 사회 곳곳 
327,사회생활 샤바샤바 자리 차지 생각 후속 후속편 편 채널 지리 
328,프로 프로메테우스 메 테 우스 보 보단 단 포스 에일 
329,에일리언 리언 웨이크 웨이크닝 닝 주세 리 리옹 옹 마이클 
330,패스 패스밴 밴 연기 겁 에이 에이아이 아이 창조 창조능력 
331,능력 일 로봇 머리 자라 나 이거 3 3편 편 
332,데 야죠 감독 반전 에일 에일리언 리 언 탄생 목격 
333,자체 의미 15 15세이용 세 이용 이해 안감 광고 거 
334,애 기대 간만 중간 중간중간 스토리 부족 마지막 마무리 느낌 
335,우주선 승무원 커플 다섯 아내 위험 2 2천명 천 명 
336,식민 개척자 인간 엔지니어 행성 탐사 납득 납득가능 가능 개연성 
337,극 극저온수면 저온 수면 하다 일리 일리언 언 시리즈 1 
338,오 오백원 백 원 라 오백 15 15세 세 심의 
339,심의통과 통과 신기 정 정도로 도로 생각 초반 초반부분 부분 
340,줄 스릴러 스릴러부분 뻔 결말 암 별루 통수 통수영화임 영화 
341,임 50 50분 분 볼만 당 당췌 췌 데이 데이빗 
342,빗 월 월터 터 재미 에이 에이리언 리 언 머리 
343,프로 프로메테우스 메 테 우스 기대 때 일리 일리언1편 언 
344,1 편 느낌 영화 프로메테우스 리 리 스콧 40 40년전 
345,년 전 작품 에이 에이리언1 언 1 편 전편 전편격 
346,격 에이리언 0 0편 이야기 형태 자연 40년 부실 흥미 
347,수 소재 후속 시리즈 실망 실망외계인 외계인 도시 표현 아프리카 
348,원주민 수준 거기 스토리 리 리 스콧 스콧감독 감독 앞 
349,20 20년 년 사시 사시길 길 이리 이리언 언 인공 
350,인공지능 인공지능로봇 지능 로봇 영 영등위의 등 위의 영화 영화취향 
351,취향 수 19 19금 금 15 15금 리플 리플리누님 리 
352,누님 데이 데이빗 빗 무죄 월 월터 터 해피엔딩 승무원 
353,탐사대 탐사대원 원 인공 인공지능 지능 로봇 로봇인 인 마이클 
354,비중 작품 패스 패스벤더 벤더 연기 무엇 중요 역 리 
355,리 스콧 프로 프로메테우스 메 테 우스 일리 일리언 언 
356,타협 결과물 분위기 점 이정 퀄리티 영화 1 1년 년 
357,개 수나 다음 다음편도 편도 음산 세련 영상미 영상미라니 라니 
358,이정 영화 전작 하아 거 내가 영화 줄 프로 메테우스때 
359,문에 일리 일리언커버넌트 언 커버 넌트 예상 무서움 흑 ㅠ 
360,다음 다음편 편 히 나 엔지니어 이야기 대다수 관객 지모노프 
361,휴 패스 패스벤더 벤더 눈 홉킨스 데이 데이빗 빗 거 
362,6 6점 점 프로 프로메테우스 메 테 우스 에이 에이리언 
363,리 언 탄생 인류 말살 지에 대 떡밥 전작 로봇 
364,ㅠ 쇼 쇼박사 박사 죄 전작 미안 데이 데이빗 빗 
365,전 후 터 예상 가능 재미 짐 간만 볼만 영화 
366,아이맥스 포 포디엑스 디 엑스 쓰리 쓰리디 아무것 앳모스 관람 
367,쥬 쥬금 금 여기 모든 이 아이큐 한자리 한자리수임 수임 
368,의심 외계 외계행성 행성 조사 우주복 마스크 하나 안 때문 
369,제정신 대기 대기중 중 수중 토양 등 바이러스 세균 에일 
370,에일리언 리언 팬 잼 데이 데이빗 빗 쇼 쇼박사 박사 
371,사랑 인간 범주 사고방식 그것 표현 곤 생각 수 그 
372,겐 생체 생체실험 실험 애착 자신 특별 감정 행동 내 
373,인생 인생영화 영화 리 리스 리스콧 콧 장수 전편 후속 
374,후속편도 편도 기대 수 이유 스콧 옹이 시리즈 마무리 수록 
375,번째 일리 일리언 언 때 문 지도 피 문안 년 
376,못 저번 거 희대 싸이코 싸이코패스 패스 등장 프로메테우스 철학적 
377,철학적요소 요소 중요 스토리 기존 이리 이리언 언 시리즈 액션 
378,액션신 신 취중되있지 이 저 장면 혹 전편 기대치 실망 
379,수 이후 웨이크 웨이크닝 닝 프로메테우스 일리 일리언 언 중간 
380,중간지점 지점 이것 15 15세등급 세 등급 외계인 무게 반부 
381,자기 혼자 깝치 여자 동료 우주선 폭파 백인 여배우 사람 
382,손 프로 프로메테우 메 테 우 전형적 괴물 괴물영화 영화 
