"","num","title","content"
"30",2040,"헤로인이랑 필로폰 같이하면 어케됨","ㅋㅋㅋ "
"31",2042,"갤꼬라지 보소","인팁 찐따 vs 타유형 찐따 "
"32",2043,"찐특","초딩때 피아노학원 2년다닌걸로 나댐 "
"33",2044,"혼자 배시시 웃울 때 많은 사람?","난 어렸을 때부터 혼자서 멍 때리면서 망상을 존나 많이 하는데 "
"34",2045,"재능탓하는 새끼중에 실력있는놈을 못봤음","살리에리는 커녕 길거리 악사급도 안되는놈들이꼭 모차르트보면서 재능탓을함"
"35",2046,"intp istp 왔다갔다함","시간이나 컨디션 따라 왔다갔다하는게 아니라  "
"36",2047,"키작고 못생기니깐 어딜가도 위축되네 ","진짜 젊음의 거리들은 죄다 키크고 훈훈한놈들을위해 존재하는거같다 10대 20대를 쭈구리로보내야하네 부모가 너무 원망스러움 "
"37",2049,"각 mbti 갤러리별로 쓴 글 중에 자주 쓰이는 단어 ","키워드로 뽑아보면 재미있는 결과 나올 것 같지 않음? "
"38",2050,"MBTI 영문판","J의 비율이 상대적으로 올랐다영문판이라서 그런게 아니라 검사를 한달만에 해서 그런듯"
"39",2051,"좆저능아들이 아이큐에 반감 가지는 이유","학벌, 외모, 재력 등은 개인의 노력이나 투자를 통해 어느정도 올릴 수 있음. 자기가 안긁은 복권, 잠재적 우위라고 여길 수 있음.그런데 지능은 선천적임.뭔 개지랄을해도 유의미하게 올릴 수 없음.그래서 시기하는거임 ㅋㅋ후에는 지능 자체를 부정하면서 ㅋㅋ하긴 아무 노력도 없이 얻은 gift를 좆같게 여기는건 당연한데쿨한척 위선 좀 처 떨지 마라씨발 개역겨운 저능아새끼들아 ㅋㅋ"
"40",2052,"아이큐테스트 개나오나 120 후반은 찍는다 ","빡집중하면 130초반도 개나소나 나오고그냥 집중하고 안하고의 차인데너네가 찐따라서 아이큐테스트 빡집중해서 푸는것뿐이야바보들아;;"
"41",2053,"높은 아이큐에 반감갖는 이유",""
"42",2054,"열등감으로 우월한 애들 밟는 건","천하의 상놈짓이다우월한 지능을 가진 애들은 인류의 자산임보호하고 발전시켜도 모자랄판에(지능뿐 아니라 이타적이라던가 그런 것도 다 마찬가지)못난 새끼들은 지보다 뭐든 우월하거나 튀면까내리고 밟으려고 함 문제는 집단적으로 행동한다는 것이게 우리나라에선 더 심한 것 같다하향평준화 시키는 교육정책도 그렇고이딴 디시에서 조차 못된 잉여들이 발작하잖음물론 난 열등쪽이고 우월종자들 발전시켜서 잘 써먹어야한다는 입장"
"43",2055,"찐 인팁들은 그냥 인팁갤 하지마라","걍 같이 심갤에서 놀자 "
"44",2056,"지능은 평생 안바뀜?","그럼 나 150 넘음? "
"45",2057,"헬조선에도 선하고 똑똑한 인재들 많음","근데 어쩜 그렇게 하나같이 올곧고 순두부인지정치싸움에 밀리거나 관심받지 못해서묻히는 게 아쉬움개쎈 권력자들이 지원해 줘야하는데긍정적인 케이스도 있겠지만암튼 암튼임"
"46",2059,"무튼 내가 하고 싶은말은","나는 어느정도 가식 없으면서 가끔은 건설적인 이야기도 하는 그런 갤을 원했는데  "
"47",2060,"""아...하읏..거기...그렇게...만져대면....""","""?"" "
"48",2061,"""콜록 콜록""","""괜찮으세요?"" "
"49",2063,"아 난 인팁갤 좋은데","걍 아무말 대잔치 하기에 딱 적당한갤분위기도 윾쾌하고 담백하고다른 갤은 앞뒤 안가리고 지 감정 토해내는 애들이 있어서 거북함어떤 억하심정이 있는건지 모르겠는데 그런 글 보면 가끔 존나<U+00A0>패고싶음"
"50",2064,"근데 완장 승인 아직도 안났음?","반려됨? "
"51",2065,"꾸역꾸역 남성향갤 기어들어와서","딸리는 지능으로 소설까지 써가며선동질하는 새끼들은 현실에서도 얼마나 쓰레기짓을 할까예를 들면지 심보 고약하고 생긴대로 노는 건 생각 안 하고이성한테 차이기라도 하면 남혐 여혐되는 거임여자라면 온갖 정치질하면서 걔 이미지 실추 시키는 거에 전력을 다할 것이고남자라면 혼자 망상질하면서 나쁜년 죽일년하겠지여기서 하는 짓 보면 각 나온다 이거야"
"52",2066,"너왜 팔에 상처가났냐?","아.. 딸치다가요... "
"53",2067,"223  통피야 너는 인팁이 아니라 그냥 찐따야","세상에 어떤 인프피가 나이처먹고 남 댓글 하나하나 캡쳐해서 글을 수십개도배를 하냐 ㅋ?너 뭐 인팁에 소속감이라도 느끼냐 ㅋㅋㅋㅋ?착각하지마 너는 인팁도 아니고인프피도 아니라 그냥 성격이 없는거야 성격형성이 안된 찐따쉐끼가 테스트보고 인팁으로 나왔다고 본인이 인팁인줄 아는데넌 16가지 유형중 어느 한개도 속하는게 없어알간?"
"54",2068,"맞는말하는 두 병신","ㅋㅋㅋㅋ "
"55",2069,"인싸","한손엔 여친가슴 반대편엔 찐따 헤드락 "
"56",2074,"영화같은거?","일산에 이런 그네있는 공원있거든? 거기 둘이앉아있는데 비와서 분위기씹오지더라 그때가 7월초엿는데 말하니까별거없지만 그때 분위기는 진짜 전설이었다.."
"57",2075,"카운트다운","5......4......3......일.......한 "
"58",2076,"림덜 인팁이랑 엔티제 궁합어때요","제발 "
"59",2077,"비가 더 왔으면 좋겠다","이렇게 흐린 날도 좋지만  비 오는게 더 좋은데  아쉽네  "
"60",2078,"나 인팁임 인티제임?","<iframe id=""aswift_0"" name=""aswift_0"" sandbox=""allow-forms allow-pointer-lock allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-s allow-top-navigation-by-user-activation"" width='280px' height='54px' frameborder=""0"" src=""https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9063503915330500&output=html&h=250&slotname=dcinside_mobile_300x250_B&adk=2682263248&adf=1267067629&w=300&lmt=1589600485&guci=2.2.0.0.2.2.0.0&url=https%3A%2F%2Fm.dcinside.com%2Fboard%2Fpsychology%2F587117&region=mobile&flash=0&alternate_ad_url=https%3A%2F%2Fad.xc.netinsight.co.kr%2Fxc%2Fh%2F5S5kqjBh%2Fx%2Faxd%2F1%3Frurl%3Dhttps%253A%252F%252Fm.dcinside.com%252Fboard%252Fpsychology%252F587117&hl=ko&wgl=1&dt=1589600484195&bpp=32&bdt=150&idt=791&shv=r20200511&cbv=r20190131&ptt=5&saldr=sa&abxe=1&cookie=ID%3D0fcdedea4abaa567%3AT%3D1565500496%3AS%3DALNI_MZwJ-V5ZAP_IUg-2nlLMqRzQIOemw&crv=1&correlator=430493557831&frm=20&pv=2&ga_vid=910622806.1565353505&ga_sid=1589600485&ga_hid=1083081509&ga_fc=1&iag=0&icsg=2473887146112&dssz=23&mdo=0&mso=0&u_tz=540&u_his=50&u_java=0&u_h=869&u_w=412&u_ah=869&u_aw=412&u_cd=24&u_nplug=0&u_nmime=0&adx=12&ady=284&biw=412&bih=722&scr_x=0&scr_y=27&eid=21065532%2C21065925%2C21066085%2C44717729&oid=3&pvsid=4139360548407223&pem=752&ref=https%3A%2F%2Fm.dcinside.com%2Fboard%2Fpsychology&loc=https%3A%2F%2Fm.dcinside.com%2Fboard%2Fpsychology%2F587117&rx=0&eae=0&fc=640&brdim=0%2C0%2C0%2C0%2C412%2C0%2C412%2C722%2C412%2C722&vis=1&rsz=%7C%7CoEe%7C&abl=CS&pfx=0&fu=8208&bc=31&ifi=1&uci=a!1&fsb=1&xpc=45BA7zre5I&p=https%3A//m.dcinside.com&dtd=832"" marginwidth=""0"" marginheight=""0"" vspace=""0"" hspace=""0"" allowtransparency=""true"" scrolling=""no"" allowfullscreen=""true"" data-google-container-id=""a!1"" data-google-query-id=""CPG18aK7t-kCFY8OXAodxgEBSw"" data-load-complete=""true"" style=""max-width: 100%; max-height: 100%; left: 0px; position: absolute; top: 0px; border-width: 0px; border-style: initial; width: 300px; height: 250px;""></iframe>계속 자료찾아보는데도 비슷한점이 워낙많아서1.인티제같은 이유가. 내향직관쓰는듯 정보모일때까지 정보만모음나. 내 계획이 어그러지는거 싫음다. 모든 상황은 언더마이컨트롤이어야댐라. 쓸데없는 호기심보다 목적충족시 정보검색을 끝내는 편2. 인팁같은이유가. 정리정돈안함나. 계획 짜다가 계속 어그러지고 스트레스받다가 안짬3. 둘중하나인이유가. 인간관계종범"
"61",2079,"예쁘게 살고 싶다","예쁘게 간직해두고 싶다 지금 보는 과거가 너무 쓰레기같아서 미래의 내가 보는 지금은 더이상 안예쁘지 않았으면 좋겠다 단순한 바람만 하고 있지만 "
"62",2080,"infp갤보다가 여기옴","뭐하는데임"
"63",2081,"예전에 본 멘사 테스트 후기","인터넷 멘사 테스트랑 비슷한데 뒷부분 문제가 인터넷보다 더 어려웠음 특히 마지막문제 어려운거 틀려서 불합격 할줄알았는데 그거 틀려도 합격이었나봄 "
"64",2082,"여긴 갤이름을 학교폭력피해자갤러리로 바꿔야함","이용자의 99프로가 학폭피해자"
"65",2083,"진구 왔구나","옛다 관심"
"66",2085,"미안 나 사실 병신이야  ㅜㅜ","너네들 관심 받고 싶어서 그랬어 미안해 ㅜㅜ"
"67",2087,"인팁들 친구들 어디서 만드냐?","취미로 만나냐?"
"68",2090,"ㄱㅈㅈㄴㅅㄴㄱㄷㅈㅇㅎㄷㄸㄻㅇㄱ"," - dc official App"
"69",2091,"유입 정신병자 하나는 45.64컨셉 따라하고 있네","45.64는 재간둥이고 너는 그냥 노잼 저능아 정신병자임착각 ㄴㄴ"
"70",2092,"ㅅㅂ내가 쟤처럼 미친척하는거로 보이나..","내가왜ㅋㅋ 내가뭐했냐??........... 근데 혼자뭐해"
"71",2093,"너네들은 나를 무엇으로 생각하고있는거노;;","시발 "
"72",2094,"통피아는데..?","ㅋㅋㅋㅋㅋㅋㅋ근데 나한테관심있나보네 ㄱㅅ ㅋㅋ"
"73",2095,"넌통피아냐..?","모르는것같은데..?"
"74",2096,"간다.. 정신병동 쿨타임 돌았누","왜 하필 여기로 몰려드는 걸까"
"75",2097,"간다.. 간다.. 안궁금함..","ㅋㅋㅋㅋㅋ 오고갈때 왜 보고함.."
"76",2098,"난 병신이다!!!!!!!!","난 조별과제 탈주하는 병신이다... "
"77",2101,"펭수입문해본다이기","펭수 인기 포인트가 뭔지 궁금하다 "
"78",2102,"intp떳깋래 구경왔는데 갤 왜케 병신이냐","걍 지나가야겠네 "
"79",2103,"내가 트위치에서 방송하는련들 실어하는이유","은근기만자다 "
"80",2104,"땅을 파라","""네"" "
"81",2105,"어떤사람이 30초간 시간을 멈출수 있는 물건을 발견했다","그리고 그는 조루가 되었다 "
"82",2106,"iq인터넷 테스트 130후반 나오면 실지능 120후반 정도 됨?","아쉽노<U+00A0>"
"83",2107,"특정 인팁 개패고싶음","공부가 노는거고 논문은 동화같다고 나불대는데입터는거보면 전원<U+00A0><U+00A0>하버드임그냥 아이큐 높다는 타입인거에 동기화되서 지도 똑똑한걸로.뇌이징된 병신본인이야기다 싶으면 메타인지좀하자"
"84",2108,"아이큐테스트로 부심을 왜부리냐?","너네들 진짜 머리좋은애들 본적없는거같음"
"85",2109,"키크고 잘생기고 돈많은사람 한번도 부러워 해본적 없는데","똑똑한사람은 너무<U+00A0>부럽더라 ㄹㅇ폰 노이만 센세 부활해서 나한테 사기쳐도 진심으로 존경할 수 있음 ㅇㅇ<U+00A0>"
"86",2110,"""집안""이라 싫음","벌레는 왜 집안에서보면 존나 기절할거같냐 "
"87",2111,"내가 지능이 높다는건 아니지만","나는 인싸로 살고싶다 "
"88",2112,"남자여자 섹스하는게 안부럽다는 intp 회원",""
"89",2114,"(오늘의강의) 메타인지, 자기객관화의 중요성",""
"90",2115,"저친구가 불쌍해서 마지막 말씀 해드릴게요","항상 방구석에서 죽치고 앉아있고인간관계는 무섭고 맞죠? 사람이란 부러워하는 감정을 모두 느끼고 살아요 근데 친구처럼 팔짱끼고 나는 아닌데? 하는게존나 애새끼란거에요 그런 애같은 행동이 쌓이고쌓여서 님이 좆찐따가 된거랍니다 열등감, 떵떵거린다 모두 본인이 꺼낸 단어잖아요에휴 좆찐따새기 알려줘도 모르겟네 이만 싸강들으러감"
"91",2116,"섹스가 안부러울수 있나 ","성불구자같이 보이는 애들 혼자 씹덕처럼 만화보거나애들이랑 말 잘안하고 혼자다니는 애들인데 "
"92",2117,"인붕이 멋있누","인스타그램질로 용돈 벌고 클럽가고 계집질하는 건관심없고 부럽지도 않지만폰 노이만 센세의 지적능력은 부럽다니품격이 다르다"
"93",2118,"메타인지? ㅋㅋ","네? ㅋㅋㅋ ㅉㄱㄴ"
"94",2119,"고추가 달려있고 부랄이 있는데 섹스 노관심?"," 술자리에서 그대로 말했다가 컨셉충이라고 뒤지게 뒷담 까일듯"
"95",2120,"남의 갤 와서 또 주정부리네 ","갤롬들 쓰는 글 마다 시비털고 혼파망만들고어휴.. 왜 사누"
"96",2121,"섹스가 안부럽다는 놈들  특징","기본적으로 섹스할 능력이 없음 "
"97",2122,"안 부럽다는 애들이 부러운데","고통 받을 일도 적겠네"
"98",2123,"인붕이들아 이사가자","담주 중에 갤 승인 남"
"99",2124,"섹스가 안부럽다??",""
"100",2125,"섹스이야기좀 하지 말라고","시발 자꾸 좆지랄하면 넣는다 "
"101",2126,"이새끼들 욕구위계이론은 알고 지랄하는거냐","니들이 그렇게 부르짖는 섹스는 저~ 밑단계에 있네"
"102",2127,"아씨발 진짜 개좆같네","섹스하고싶다고 진짜 시발 "
"103",2128,"221.158의 비겁한 변명 (내 말이 확실히 맞음)","본인피셜 키 172<U+00A0><U+00A0>얼굴 평범본인피셜 인간관계 매리트 x종합적으로 사회성도 낮고 피지컬도 안돼서섹스를 못하는건데 섹스하는게 안부럽다고 함그러면서 ""폰노이만""이 부럽다함 근데 이새끼 학력 지잡대새끼임순수과학에도 종사하지 않는 개병신새끼가""폰노이만""이 부럽다현실감각이 없냐? 찐따력스카우터 부숴졌다 씨발놈아누가봐도 개헛소리인데 가치관차이로 인정해주길 원하냐?그런 성인군자가 현실에 몇이나 있을꺼같냐너 평생 혼자살꺼야 씨발년아?ㅋㅋㅋ그럼 니 굳은 두루마리 휴지랑 국산 야동폴더부터지우고 씨부리지?조주빈새기야 그렇다고 니가 위대한 위인처럼 너무 뇌가 특이해서성욕구에 관심이 없는거냐? 너 좆도없잖아 병신아 현실에서 저소리했다가 뒤에서 뒤질라게 욕먹기전에 사이버에서 내가 원천봉쇄해준거디 고맙게 여겨라 백프로의 선량한마음과 확신에 차서 씨부린거니 그렇게 알아둬라"
"104",2129,"나는 여자가 좋다니까?","왜일까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ "
"105",2130,"딸쳐 병신들아 ㅋㅋㅋㅋㅋㅋ","ㅋㅋㅋㅋㅋㅋ "
"106",2133,"섹스 부러우면 하면되잖아","머리 좋은게 부러우면 공부하면되고 ㅋㅋ이 병신들은 왜 서로 못잡아먹어서 안달이냐고 아 ㅋㅋ;"
"107",2136,"정신병동 쿨타임 도네 또","간다"
"108",2138,"221.158 전기톱으로 썰어죽이고싶다ㅋㅋ","찐따인데 인간관계에 매리트는 못느끼겠고찐따인데 섹스에는 관심없고거지인데 돈버는게 안부럽고 멍청해서 porn노이만이 부럽다!!!현대사회 인간이 가져야할 대표적인 욕구는 싸그리 무시하고 폰노이만이 되고싶다는 병신애미없는 엠생새끼 누가 놀아주노 이기?"
"109",2143,"열등감이래 ㅋㅋㅋ 병신ㅋㅋㅋㅋㅋ이거봐라 ","만약 학창시절 대학 군대 직장생활 모임에서 키작고 못생기고 공부도 못하는 intp가 찐따:나는 섹스에는 관심없고 ...으응... 폰...포폰일동: 뭐.. ..어 폰헙???찐따: 아니 폰..노..노. 일동: 뭐? Porn 노무현?찐따: 나는 폰 노이만처럼 똑똑해지고 싶어!!일동:<U+00A0><U+00A0>에에에에에에에~~~~~~? 폰 노이마누요!?찐따: 그래!! 나는 폰 노이만처럼 천재가 되고싶어..!유키쨩: 너무 멋있는걸! 그레이또다!!!히카쨩: 오오오! 세기의 천재라니 스고이~~~찐따:<U+00A0><U+00A0>(안경다리를 치켜올리며) 나는 발정난 남녀끼리 섹스나하는 그런거따윈 아무것도 관.심.없.다.구!!!! 일동: 히~~~~~~~에!!!!???!??!?!?!?!??!?!<U+00A0><U+00A0>가만히생각해보니 니 말이 맞는거같다내 생각이 너무 짧았다"
"110",2148,"욕구 5단계 드립치는 애들 저지능아임??","난 누구의 편도 아니지만 매슬로우 이론은 관측안된 이론일뿐이고 업계에서 매몰된 낡은 이론인데 "
"111",2150,"총이 필요해 ㅋㅋㅋㅋ","ㅋㅋㅋㅋ "
"112",2151,"휴지는 뭐고 야동은 뭐임","일단 내 판단이 잘못일 수도 있을거같아서 글은 지움.ㅇㅇ근데 매슬로우 이론은 경험적, 상식적으로 어느정도 맞아 떨어지지 않나? "
"113",2152,"이제좆로나 걸리든말든 밀집공간갈거임","왜냐면 좆로나 걸려봤자 나는 안뒤지고 늙은이들만 뒤짐 "
"114",2153,"나는 대화를 하고싶어","ㅇㅇ "
"115",2154,"욕5대이론은 위아래 동적변화에 대한 관찰도 안된 이론이라니깐","무슨 워딩가지고 딴지거냐 수준 왜이래진짜?"
"116",2155,"자지 개추 보지 비추","ㅇㅇ "
"117",2156,"매슬로우 이론이 학설 대립이 아닌",""
"118",2158,"저새끼 병신임? 사장된 이유3가지만 들고오라니깐 ","원래 비판이론들에 반박할 사유가없다면 그 이론은 폐기취급받는게 정상인데 저새끼병신아니야? 걍차단할게"
"119",2159,"남녀끼리 섹스하는거 싫다 합리화하는거. 오히려좋아","자기가 재능도없고 생각해봤자 시간만뺏기는거 합리화하는게 오히려낫지 그렇지만서도 합리화하는거에대한 자각은있어라 그건거짓말이야 "
"120",2160,"병신 저지능자새끼야 쪽팔린줄알아라 링크건다","자그마치2년전 youtube video다. 이거 보고 뛰어내려라 멍청한새끼야"
"121",2161,"저지능자지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ","ㅋㅋㅋㅋㅋㅋㅋㅋ "
"122",2162,"매슬로우 폐기된게 몇년전인데 병신새끼가물흐리네","왜 모르면서 아는척깝죽대고 정보의본질을 흐리지"
"123",2163,"일단 제일 좆같은것들부터 다지워야지","다신쪽팔리는짓하기싫다 ㄱㅂ"
"124",2164,"부농<<<< 저새끼도대체 왜저러는건지 설명좀 ","여기인팁갤 아님?<U+00A0><U+00A0>역겨워서탈갤해야겠다"
"125",2165,"부농 저새끼성인 맞어 ??관심 족구걸하네 빙신새끼","걍 매슬로우이론 폐기됐다고 유튜브링크까지걸어서알려줬드만 빙신새기가 나이먹고 영어도똑디 못읽어가지고엠병을하네 이거보는 님들 어디 격식있는 자리가서 5대욕구 이지랄하지마세요 "
"126",2166,"부농아 고백햇다며 어케됐냐","차였냐 카톡으로했지?"
"127",2167,"근데 섹스 자체가 번식욕인데","따지고 보면 DNA를 후손에게 전달하고자 하는 진화론적 산물인데 사람인 이상 이게 없을 수 있나? 하물며 무성애자도 성욕 자체는 있다던데. "
"128",2168,"부농아 고백햇다며","저새끼무시하고 어케됏냐"
"129",2169,"부농 이 씨ㅡㅡㅡㅡ발새기야 ","씨ㅡㅡ발년아 닌 폐기됐다는 의미하나모르는 벌레밥버러지쓰레기새기같은데 그딴 교양수준으로 제발 본질을 흐리지마 씨발새기야 짜증날라하니깐 칼럼이든 나발이든 씨11발아 심리학자들이 안쓴다고 폐기됐다고 병11신새끼야 "
"130",2170,"부농 왜댓글안달아죠","부끄럽노?"
"131",2171,"여기 뭐하는데임?","병신모임인가?"
"132",2172,"같이 좆이나 비벼","ㅇㅇ "
"133",2173,"부농말없는거보니까 ","답은둘중하나네"
"134",2174,"부농아 공부좀 하고살아라 ","씨발 키보드배틀 할 나이는 지났잖아 니가 공부를 뒤지게 안하고살아서 이론이 폐기됐단 의미를이해하지못하잖아 이제 더이상보면 감정소비라 진짜 차단할게"
"135",2175,"ㅅㅂ부농쟤는꼬박꼬박댓달아주면서 난왜ㅠㅠ","ㅜㅠㅜㅜ"
"136",2177,"고백썰",""
"137",2178,"댓글을 적어줘","아시발 "
"138",2179,"세상에 좆같은것들이 왜이리 많냐","ㅇㅇ "
"139",2180,"인팁갤은 왜이렇게 어그로가 많이 꼬일까","고민해 보자 "
"140",2181,"3초","사랑에 빠지기 충분한 시간"
"141",2182,"인간의 삶에서 사랑을 빼앗는 다면","그것은 비천한 고깃덩어리일 뿐이야"
"142",2183,"후회하기 싫으면 그렇게 살지 말고","그렇게 살거면 후회하지 마라"
"143",2185,"디씨하니까 intp 로 성격바꼈네 ㅋㅋ;","활발한 인싸 시절엔"
"144",2186,"갤러리 상태 시발 실화냐","mbti intp라 심심해서 관련정보 보면서 갤러리 들어왔는데  "
"145",2188,"시험 본다고 일주일간 갤질 안 했는데","갤 상태 무엇 "
"146",2189,"-T나온 애들은 -A한테 말섞지마라","수준 떨 어 지 니 까"
"147",2191,"갤 승인 진짜 언제 나냐","ㄹㅇ "
"148",2192,"갤꼬라지 보소","ㅋㅋㅋ"
"149",2194,"혼탁한 갤엔 멘사좌가 필요해요","ㅇㅇ "
"150",2197,"옆갤펌)INFP와 INTP의 차이",""
"151",2203,"내이름은 김찐붕","오늘도 시끄러운 알람소리를 듣고 학교에 가기 위해 일어난다 "
"152",2204,"진지충이 싫은데 여길 왜 오는 거야","에휴 시바"
"153",2216,"내가뭘어떡해야해..?","지금뭐하는거냐고.."
"154",2217,"단골 커피가게 사장님이 가끔 말 거심","오늘도 말 거심 너무 쑥쓰러움원래 서로 뭔가 괜히 쭈뼛했는데아주 약간 친해짐나 맨날 거지꼴에 진짜 별론데 관심있으신가암튼 쑥쓰러움"
