"","num","title","content"
"47",2054,"isfp인데 친구랑 여행갈땐 주도적으로 내가 계획 짬","보통 먼저 나서서 계획 짜고 일정 잡고 막 의견 물어봐서 취합하고 함근데 생각해보면 이유가 두개있음1. 내가 짜면 내가 하고싶은거 할수있음2. 짜고나서 뿌듯함나만 이런가? 이런게 p성향은 아닌거같긴한데 여행 빼고 나머지는 찐p 맞음ㅋㅋㅋ"
"48",2056,"말싸움 텍스트로 할땐 잘하고 육성으로는 어버버하는거 나만 그럼?","실시간 카톡으로 말싸움할땐 잘함생각하는 말이 다 정리도 잘됨 육성으로는 머리에 흩어다니는 단어들이 즉석에서 조합이 잘 안됨"
"49",2058,"아 싫어","친구 직장에서 윗사람한테 혼났다고 이야기하는데 "
"50",2059,"여기 처음 왔는데 ㄹㅇ ㅈㄴ 공감된다","겉으로는 공감되는척 다 들어주지만 속으로는 뭐래 응 좇까 하는거 ㄹㅇ ㅋㅋㅋ "
"51",2060,"잇프피 N유형하고도 잘맞아?","N유형중에 잘맞았던 유형있어?"
"52",2061,"비온당 히히","산책가실분"
"53",2063,"3번째 MBTI 검사...!","변동따윈 없었다 "
"54",2064,"짝녀가 sns 팔로했는데","맞팔해주기 왜 부담스럽지 나 좀 비정상인가ㅋㅋ.. 너네도 그래?"
"55",2065,"휴일날 다들 눈 뜨고 몇분만에 일어나냐","나는 오늘 한시간뒤에 일어남..ㅎ.. "
"56",2066,"나 성인군자형나옴","존나씹찐을 포장해서 설명해놧네<U+00A0>"
"57",2067,"ISFP인데 내가 할수밖에 없는건","적극적으로 하는 편인데 너희들도 그렇냐"
"58",2068,"s유형이랑 n유형 안맞나?","mbti 4개 글자중에 s랑 n은 사고방식 자체가 달라서 제일 차이가 크다는 말이 있던데.너넨 확실히 s랑 말이 더 잘통하는거같음??아님 n이랑 뭔가 안통한다는 느낌 든적있으?"
"59",2069,"친구들이랑","그냥 작고 사소한 일로 의견 충돌되면 그냥 빠르게 넘어가는 편이야? 아니면 좀 짚고 넘어가거나? "
"60",2070,"자랑글임!!","원래 8분위였는데 갑자기 4분위 떠서 거의 공짜로 학교 다닐 수 있게 됐어ㅎㅎㅎㅎ부모님 벌이는 지금이 훨씬 좋으신데 사유재산 처분하신 게 있어서 4분위 뜬 거 같아ㅎㅎ 어쩐지... 국장 신청할 때 갑자기 소득분위 재조사하고 싶은 마음이 몽글몽글 들더라ㅋㅋㅋ 내 입장에선 넘 좋다~!!"
"61",2071,"심심해서 여왕의교실 mbti 분석해봄 다른생각이면 댓글ㄱㄱ","1.마선생3반 ISTJ2.심하나 ESFJ3.고나리 ESTP4.은보미 INFP5.오동구 ESFP6.김서현 ISFJ7.1반 담임 ENFP8.2반 담임 ESFJ9.4반 담임 ISTP10.교장 ISTJ11.교감 ISFJ12.하나엄마 ESFP13.나리엄마 ESTJ"
"62",2073,"여기랑 엔티제갤이랑","분위기 진짜 다르네 싱기 "
"63",2075,"ENTJ갤 가서 충격먹고옴",""
"64",2077,"ISFP는 누군가 목표를 설정해줘야됨 (다이어트 성공기)",""
"65",2079,"잇프피는 상처가 많음","가정환경이 안좋거나 대인관계 상처가 많음 ㅇㅇ"
"66",2080,"isfp 어제 공부 4시간했다","타이핑하다가 중간에 귀차니즘 때문에 멘탈 부서졌는데 겨우 힘내서 해냈다  "
"67",2081,"잇프피 말 누가 이쁘게한대!","잇프피 안친한 사람들한텐 세상친절한데 친해지고 나니까 말에 가끔 날카로운 가시가 있음. 내가 여러서 그런건지 상처받게 되드라... ..."
"68",2083,"니넨 살인충동 일어난적있냐 진심으로","시발 "
"69",2084,"계란후라이 핑까점","점심으류 뚝딱했음"
"70",2085,"내 이상형 원래 ESFP였는데","유튜브 영상 보고 INTJ가 넘 좋아졌어뭔가 듬직함이 있는듯 ㅎㅎ"
"71",2086,"내가 무슨 유형인지 모르겠어","(너무 개인적인 이야기 주의)주로 나오는 유형ISFPISTPISFJISTJ내가 무슨 유형인지 잘 모르겠음..셀털할테니 판단 부탁점..본인 고등학생임개학하기 전에 방학때는 불안한데 귀찮아서 아무것도 안하고 감성적인 글도 많이 쓰고 그래서 그런지 ISFP가 계속 나왔는데개학하고 나서 내가 하는 행동 하나하나가 내신에 반영될거라는 압박감이 있어서 학사일정 전부 적어놓고 지키고..격주 등교(번갈아<U+00A0>오프라인 등교 1주하고, 온라인 등교 1주하는 식의 등교) 하는데학교 가는 주에는 근면한데 막상 학교 안가면 그냥 온라인클래스 인강 틀어놓고 뒹굴거리고 있음또 수행평가는 준비잘하는데<U+00A0>지필평가는 시험공부 하나도 안하고 미룸다음주 월요일이 시험인데 벼락치기 하다가도 유튜브나 보고있음(J,P).....요즘엔 감정적으로 누가 나를 건드는 일이 없어서 그런지는 모르겠지만감성글 쓰는게 줄었음.. 막상 쓰려고 하면 뭐라고 써야하지 하면서 안써짐 (힘들때만 써짐)어느날 친구랑 다투게 됬음 (참고로 친구는 본인피셜 INFJ)감정적으로 힘들면 나한테 카톡하고 나는 들어주고 공감해주고하지만 나도 힘든데 매일 같이 고민 들어주니깐 너무 지쳐갔음바쁘고 그래서 힘들지만 카톡 답장은 해줘야 겠는데걔는 내가 너무 신중해서 대답한다고<U+00A0>생각하니깐 돌려말하지 말고 직설적이고 현실적으로<U+00A0>말해주는게 더 솔직하니깐 그렇게 해달라고 했음그래서 살짝 덜 돌려말하니깐 얘가 갑자기 내가 하는 말이 불편했는지 옛날 일까지 전부 들먹이면서 나한테 뭐라뭐라함사실 얘랑 대화할때 엄청 신중하게 이야기 해줘야 하는거 나는 잘 아는데 본인은 본인이 별로 상처 안받고 감정적이지 않다고 생각하는거 같음<U+00A0>진짜 너무 불건강한 INFJ라 그랬는지<U+00A0>(모든 INFJ가 그렇다는건 아님)<U+00A0>뭔가 자기가 존경하는 사람 말만<U+00A0>믿고 남들이 하는 말은 전부 틀리다고 그러고<U+00A0>또 가만히 있는 사람한테 너 이거 해볼래?<U+00A0>너 이거 하면<U+00A0>나한테 무조건 고마울거다<U+00A0>그렇다고 안하겠다고 거절하면 화내고 (아니 내가 안하겠다는데 애초에 왜.. 왜 물어본거지?) 생각외로 내로남불이 심했음이렇게<U+00A0>감정적인 유형이 감정적으로 지쳐서 냉정하고 정없는 사람이 되기로 마음가짐해버림사소한 말에 상처 많이 받아서 언제나 좀 T 유형처럼 상처 잘 안받고 무시하면서 살고 싶다 라고 자주 생각했음옛날엔 누가 고민말하고<U+00A0>그러면 이야기 들어주고 쉽게 공감해주면서 격려해줬는데요즘에는 누가 고민 말하면은 감정적으로 이해<U+00A0>못해주는건 아니지만 내가 뭐라 말해줘야 될지<U+00A0>잘 모르겠고 그냥 어떻게 하면 고민을 해결해줄 수 있을지 생각함.감정적으로 위로<U+00A0>받으면 기분이 나아지는 몇 F들을 이해 못하는건 아니지만<U+00A0>개인적으로 생각할 때 위로가 좋긴 하지만 효과가 오래 못가는거 같음고민이 있으면 격려해주고 옆에서 위로해주는건 좋지만<U+00A0>진짜 그걸 해결하기 위해서는 왜 그런지 생각하고 어떻게 해결해야 할지를 점점 생각하게 되는거 같음.(T,F)주변사람과의 관계 [너무 개인적임<U+00A0>주의]아빠 ESTJ-A (50대 직장인)괜찮게 잘 지냄. 사실 ESTJ가 꼰대 유형이라고 하던데<U+00A0>내가 여기에 길들여져서 그런건지는 모르겠지만아빠가 하는 말이 어느정도 다 이해되고 설득되고 본인도 책잡힐 짓 안해서 나한테 화내도 뭐라 할 말이 없음 (거의 백종원)엄마 INFP-T (40대 직장인)돈 관리, 현실감각 잘 없는거 같음.. 돈 진짜 거의 한푼도 없는데 이것저것 함 그리고 책상살 돈으로 누나랑 나에게 돈좀 달라고 함 (개인적으로 이해X)그림 잘 그려서 그림그리는 유튜버 하겠다는데 돈도 없는데 과연 거의 머기업이 장악한 레드오션<U+00A0>유튜브 시장에서 돈을<U+00A0>벌 수 있을까<U+00A0>의심임..-아빠랑 상성 최악이라 따로 삼누나 INFP-T (20대 재수생)나이가 들면 들수록 이해가 안되기 시작함. 몇<U+00A0>INFP들이 방청소해라 뭐해라 라고 하는 등<U+00A0>자기영역 침범받으면 화나서<U+00A0>뭐라 하는거 같음.아무리 그래도 같은 집에서 살고 공동체인데 방청소, 집안일 안하고, 하라고 시켜도 제대로 할려고 하지도 않음.절대 자기가 먹기 싫은거 안먹음, 항상 아침마다 아빠가 아침 굶지 말라고 접시에 통밀식빵토스트랑 샐러드랑 몇개 과일들 해놓고 가는데누나는 죽어도 샐러드 안먹는다고,<U+00A0>아빠한테 혼나기는 또 뭐해서 1년째 몰래 샐러드 버리는 중.. (이해 안됨)[아까 대화]누나 : 야 나 머리 뒤에 혹난거 같아나 : 병원가 그럼누나 : 근데 이게 혹인지 정확히 모르겠어 니가 한번 만져봐나 : 내가 만진다고 어떻게 알아누나 : 아니 너도 혹 나본적 있을 거 아니야나 : 나는 내가 내 머리를 계속 만져보니깐 알텐데 누나 머리는 이게 뼈인지 혹인지 어떻게 알아누나 : 그럼 어떡하지?나 : 병원가던가누나 : 돈줘나 : 내가 왜누나 : 병원가게나 : 누나가 아픈건데 왜 내가 줘.. 누나 돈으로 가 용돈 안받는것도 아니잖아누나 : 5000원 언제줌? (생리대값 내준다고 한달에 5000원씩 빌려줌)나 : 아니 몇번을 말해 용돈 들어오면 준다고누나 : 아니 왜 성질내나 : 금붕어 마냥 맨날 물어보니깐 그렇지;;-아빠랑 상성 최악임. 이미 오지게 싸워서 아빠가 손 놓음친구1 INTP-A (17살 중졸)잘 지냄. 중학교 때 부터 선생님들 대부분 전부 꼰대며 틀딱이다 실컷욕하다가 결국엔 중졸함. 검정고시 준비하고 있고나는 얘가 너무 무대책인거 같아서 잔소리 했는데 나중에 보니깐 알아서 할거 다 하는거 같음.<U+00A0>친구2,친구3,친구4 INFP-T (17살 급우)누나와는 다르게 상성 좋음. 집에 많이 있는 편인데 정작 필요할때는 집밖으로도 잘 나오는거 같음.그리고 인생을 무대책, 모험적으로 사는데 막상 그 결과에 본인들은 만족하는 거 같음.되게 생각깊고 많이 착함 근데 똑같이 자기가치나 영역 침범 당하면 들고 일어남.아는애1, 아는애2 ENFP-T, ENFP-A겁나 유쾌해서 신기함. 인생 어떻게든 되겠지 하면서 마이웨이로 사는거 같음얘내들도 주변<U+00A0>INFP들 처럼 천성은 착한거 같음 확실히 행동파라 그런지 실행력은 오지게 좋아서 놀라는 유형들아는애3 ISFJ-A되게 남들이랑 말 잘하고 한번 통하기 시작하면 사교적인거 같음. 벼락치기를 계획적으로 함(?) 그래서 할건 함. 근데 좀 징징거림그래서 나는 무슨 유형일까근데도 ISFP갤에 들어오는 이유는ISFP의 기간이 엄청 길었기 때문임"
"72",2088,"내일 아침으로","일찍 일어나서 스콘 구워서사과잼 발라서우유 한컵에티비 보면서 먹어야지 히히지상낙원!"
"73",2089,"잇프피콘 만들면 어떤식이었으면 좋겠음?","ㅇㅇ"
"74",2090,"나도 잇프피 하고싶어.......","남자 앳프피콘너무 맘에안들어...."
"75",2091,"가끔 보면 ISFP가 경쟁심이 있다는데","혹시 나만 없는 거니?난 경쟁심 없어도 너무 없어서 문제라고 생각하는데..."
"76",2092,"mbti 밑에 네개중에 성격 젤 많이 좌우하는게 뭐야?","1.E/I2.S/N3.T/F4.P/J"
"77",2093,"잇프피는 착한게 아니라","착하게 보여지는게 좀 크지 않아?나는 솔직히 내가 마냥 착하진 않은거 같음 겉과 속이 다를 때가 좀 있어서..그래서 사람들이 착하다 착하다하는게 가끔은 불편해"
"78",2095,"다시 태어난다면 mbti 중 어떤성격 갖고싶어?","1.다시 태어나도 isfp2.정신승리 강철멘탈인 istp3.그냥 무난 istj 또는 isfj4.인싸 삼인방 esfp enfp esfj5.쿨워터 냄시 entp6.카리스마 넘치는 관리자 estj entj7.착하디 착한 infp intp8.그 외 성격"
"79",2096,"잇프피콘","아잉 귀찬아 "
"80",2097,"칭구들 안녕!!","너희가 젤 착하고 귀여운 것 같아!!"
"81",2098,"해 본 심리테스트 목록 및 결과(저장용)","■ MBTI  - 16personalities  https://www.16personalities.com/ko/%EB%AC%B4%EB%A3%8C-%EC%84%B1%EA%B2%A9-%EC%9C%A0%ED%98%95-%EA%B2%80%EC%82%AC  "
"82",2099,"I의 장점이 뭘까","사회가 원하는 상은 esfj 이자나"
"83",2100,"mbti 결과는 계속 istp 나오는데","16유형 특징 훑어보다보면isfp쪽 설명도 많이 겹치는 것 같음이런 경우 istp야 isfp야?"
"84",2105,"내 친구가 이렇게 얘기하던데 진짜 맞는말 같아 쳐맞는말 같아?","__FP:남에게도 관대 자신에게도 관대__TP:남에게 엄격 자신에게는 관대__FJ:남에게는 관대 자신에게 엄격__TJ:남에게 엄격 나에게도 엄격S:지구가 둥글다고 생각N:지구가 네모라고 생각E:말많음I:생각많음"
"85",2107,"이거 완전 ISFP 아니냐","ㄷㄷ"
"86",2108,"전에 무슨 유형인지 모르겠다고한 잇프피","ISFP 갤에 있다가 ISTP 갤 가니깐 너무 무섭더라ㄷㄷ.. 비추도 은근 있던데 그런거 받으면 쉽게 상처받아..ㅠㅠ"
"87",2109,"이 문장 진짜 ISFP 그 자체인 듯","소름"
"88",2110,"ISFP는 자유를 사랑할까 잠을 사랑할까","난 자유인듯자유가 있으면 잠도 잘 수 있으니까 그런 느낌으로 선택한 건 아니고ㅋㅋㅋㅋㅋ 잠은 학창 시절에 조금 자본적 있으니까 어느정도 ㄱㅊ인데 억압하는 상황은 진짜...ㅋㅋㅋㅋㅋㅋㅋ 너무 싫어...극혐임."
"89",2111,"너네도 혼자 시내 돌아다니는거 좋아하냐","나 초중딩때부터 서울 번화가 혼자 돌아다니는게 취미였음ㅎㅎ"
"90",2114,"좋아하는 색","다들 좋아하는 색이 뭐야??"
"91",2115,"ISFP 관련 영상이 다른 유형에 비해 왜 없나 했더니만","그런 거 분석하고 자료 작성 할 만한 부지런함을 가진 ISFP는 존재하지 않기 때문인 듯솔직히 누가 ISFP한테 부탁해서 어거지로 한다 해도 ISFP들은 본인의 진짜 생각은 드러내지 않기 때문에 다른 유형에 비해 자료나 정보가 부족할 수 밖에 없는 듯"
"92",2119,"너네도 이럼?","유튭 댓글 보니깐잇프피 경우 타인을 볼때<U+00A0><U+00A0>첫인상이 날티 난다 싶거나 쎄한 느낌이 오면 대부분 그게 들어 맞는다는데 너네도 그래?나도 몇 마디 나누면 느낌 옴ㅋㅋㅋㅋ적중률 좋음ㅋㅋㅋ이게 엠비티아이랑 관련 잇을까?"
"93",2120,"Sns나 프사 바꾸면서 느끼는건데","남한테 잘 보이고 싶은 생각으로 올리는 사진보다내가 보고 있으면 마음 편한 것들 올리는게 좋더라 요즘ㅎㅎ"
"94",2121,"니들은 결혼 할꺼야?","나는 안하면 나중에 너무 외롭지 않을까 싶어 "
"95",2122,"고민 좀 들어줘","일단 우리 엄마아빠는 사이가 안 좋음 엄마는 어릴 때 부모님이 하자는 데로 살아서 평소에는 착한데 안에 약간 뒤틀린 감정이 있고 게으르고 좀 살이 쪘어 아빠는 회사생활은 열심히 하고 완벽주의 끼가 약간 있음 나랑 동생을 사랑하는 게 느껴지는데 사실상 엄마에 대한 애정이 거의 없는 거 같음 자신은 아니라고 하지만 엄마를 계속 한심하게 생각함 또 가끔씩 객관적으로 봤을 땐 그리 큰 일이 아닌데도 엄마에 대한 감정 때문에 너무 과하게 반응하고 화를 냄 이건 엄마도 마찬가지로 히스테릭한 면이 좀 있는데 둘 다 스트레스나 짜증을 참지 못하고 엄마는 그런 걸 계속 쌓아두고 아빠는 좀 쌓다가 갑자기 허ㅏ나서 욕하고 폭력적으로 변함 싸우는 거 예를 들면 아빠가 휴일에 집 대청소를 함 물건 다 치우고 화장실도 청소를 하는데 엄마는 그렇게까지 할 필요 없고 오버한다고 생각함 아빠는 이게 당연한 거라고 생각하고 솔직히 나도 이 정도까진 필요없다고 봄 엄마가 니네 아빠 왜 이렇게 오버를 하냐고 나한테 말하면 아빠는 무시하거나 깨끗한 환경에서 살자고 하는 거에요^^ 이런 식으로 말하는데 딱 이 톤이 굉장히 기분 나쁘고 뭐라고 하고 싶은데 참는다는 느낌으로 함 그리고 엄마가 또 뭐라고 하면 아빠는 그때부터 좀 화나있음 그리고 동생이 말을 안 들으면 둘다 좀 화가 나고 엄마는 좀 히스테릭하게 변함 그게 아빠한테 뻗치면 아빠는 갑자기 굉장히 화가 나서 씩씩거리는 상태로 엄마한테 욕을 하고 엄마는 왜 욕을 하냐고 나는 별로 원하는 것도 아닌데 당신이 오버하면서 다 하고 별로 그런 거 필요도 없다고 말을 하면 아빠가 어느 순간 개빡침 엄마한테 욕하면서 심하면 폭력까지 씀 이번에는 아빠가 엄마한테 밖에서 쌍욕하면서 소리 질러서 엄마가 나한테 전화를 했고 난 나갔음 아빠가 마중 나가서 커피를 주면서 이거 들고 집에 들어가라고 했는데 내가 미친놈도 아니고 그런 전화를 받고 아 예^^ 하면서 집에 들어가진 않지 엄마 찾으러 좀 갔는데 엄마를 만났음 같이 집에 가는데 아빠랑은 계속 거리 두면서 집에 들어갔고 가니까 아빠가 엄마한테 그걸 나한테 왜 말하면서 또 화난 상태로 뭐라고하고 잠깐 나가니까 아빠가 엄마 어깨를 잡고 부들부들 떨면서 소리를 치는 거임 나도 그거 보고 좀 화나서 아빠 개세게 밀침 아빠 벽에 부딪혀서 놀라서 나 보고 있고 난 적당히 좀 하라고 했음 아빠 방에 들어가고 다음 날에 아빠가 나랑 엄마한테 미안하다고 하고 계속 나한테 다가오려고 했는데 난 좀 그게 역겹더라 그래서 계속 피했지 근데 1주일 쯤 지난 오늘 아빠가 나한테 빵을 주고 그거 먹고 힘내서 공부하라고 하고 힘내서 아빠 때리는 거 아니지? 이러는데 진짜 개 어이털리더라 그래서 뭔 소리야라고 했는데 지금 생각해보면 더 따졌어야 됐는데 너무 후회됨 그냥 말하고 싶었어 아무한테도 말을 못하니까 여기까지 읽은 사람이 있을진 모르지만 읽었으면 고맙고 내가 어떻게 해야할지 조언이라도 주면 고마울 거 같아 성인 되면 바로 독립할 생각인데 그러면 진짜 집에서 뭔 일 터질 거 같아서 못하겠기도 하고.. 그냥 내가 지금 어떻게 해야할지도 모르겠다"
"96",2123,"직업 뭐 가져야 하냐...","시발"
"97",2124,"니들 다이어리나 스터디플래너 이런거 써?","난 한 글자도 못 쓰겠어"
"98",2125,"너네는 어떤 유형이랑 제일 잘맞음?","내 주변은 거의 다 잇프피라서,, 근데 나름 잘맞앜ㅋㅋ"
"99",2126,"아니 왜 특징을 보면 다 내 얘기지","Enfp infp isfp 셋 다 나랑 겹치는데"
"100",2127,"잇프피들은 질문받는거 좋아싫어?","나는 항상 사람들이랑 대화할때 왜 그렇게 생각해? 왜 그랬는데?<U+00A0><U+00A0>같은 말 엄청 많이하거든. 잇프피들이 자기얘기 하는거 진짜 꺼려한다고 그래서... 막 신나서 질문하면 거부감 느끼고 이럴거 같아서 엄청 조심스러워저런 질문하는게 자기를 공격하고 있다고 느낄 수도 있을거같아 그냥 진짜 너에<U+00A0><U+00A0>대해서 알고싶은건뎅.."
